userid,itemid,weekday,domain,sales_chart,sales_rank,brand,price,user_pos_1month_seq,user_neg_1month_seq,user_pos_2month_seq,user_neg_2month_seq,user_pos_6month_seq,user_neg_6month_seq,label,timestamp,is_augmented
1869097,111064,5,3,8,10,19601,4,"[237621, 161359, 175554, 58454, 237623]",[],"[254452, 237621, 161359, 175554, 58454, 237623]",[],"[247370, 245166, 247494, 175999, 245872, 237619, 1332693, 175358, 249947, 237620, 254452, 237621, 161359, 175554, 58454, 237623]","[246713, 217082, 107296, 109759, 248125, 248927, 251618, 1216486, 236975, 236977, 182543, 244623, 244745]",1,1522454400,False
1413728,214434,4,3,8,2,11626,4,[],[],[],[],[],[],1,1517529600,False
1939661,106496,2,3,8,10,18167,4,[],[],[],[],[],[],1,1507075200,False
918881,542225,1,3,34,9,18955,4,[],[],[],[],[],[],0,1502755200,False
1671342,47261,3,3,8,6,11626,4,[],[],[],[1090345],[],[1090345],0,1521676800,False
555989,356688,0,3,8,2,19289,5,[],[],[],[],[],[],0,1502668800,False
1172071,44582,6,3,8,8,11626,4,[],[],[],[],[],[804316],0,1512259200,False
1920569,180849,1,3,8,9,18795,4,"[186986, 161038]",[],"[186986, 161038]",[],"[186986, 161038]",[],1,1505779200,False
2664039,232672,1,3,8,2,11626,4,[32216],[],"[369108, 368615, 369108, 368615, 1184642, 32216]",[],"[369108, 368615, 369108, 368615, 1184642, 32216]",[],0,1513641600,False
498083,219368,1,3,8,9,19773,4,"[239291, 225637, 219323, 1297135, 1268766, 1078928, 228439]",[],"[114437, 1283555, 665939, 112412, 155723, 61628, 235798, 163489, 248951, 253226, 255434, 255617, 236322, 156532, 218669, 218670, 239293, 239292, 239289, 239291, 225637, 219323, 1297135, 1268766, 1078928, 228439]","[253760, 239290]","[178668, 534192, 247889, 220964, 1075840, 453379, 906800, 247287, 253441, 143865, 234232, 565772, 590472, 210135, 236768, 254048, 252988, 56012, 915598, 1321331, 911310, 211188, 429788, 211203, 26303, 202795, 252900, 234062, 1177958, 1291234, 211189, 849660, 972937, 104780, 1353862, 110190, 110191, 368266, 255229, 255176, 156528, 220966, 236767, 118481, 105608, 1297592, 1159221, 211215, 675318, 296766, 255372, 114437, 1283555, 665939, 112412, 155723, 61628, 235798, 163489, 248951, 253226, 255434, 255617, 236322, 156532, 218669, 218670, 239293, 239292, 239289, 239291, 225637, 219323, 1297135, 1268766, 1078928, 228439]","[830290, 557415, 246401, 327921, 327801, 413369, 249025, 1364026, 151913, 1038376, 62647, 253760, 239290]",1,1527552000,False
2411368,237098,3,3,8,8,18609,4,[],[],[],[],[],[],1,1522281600,False
2548813,47798,0,3,8,6,11626,5,[],[],[],[],[],"[906792, 154407]",0,1522627200,False
932362,28417,0,3,8,8,18741,4,[],[],[],[],"[892264, 986586, 550260, 681756]",[324087],1,1523232000,False
1484965,145312,6,3,8,8,11626,4,[],"[61558, 26017]",[],"[61558, 26017]",[],"[151125, 61558, 26017]",0,1524960000,False
593602,163476,0,3,8,10,11626,4,[],[],[],[],[],[],0,1522022400,False
2002816,8853,6,3,8,9,19428,3,"[240443, 109329, 118930, 234845, 244732, 239279, 235601, 245650, 217173, 244672, 235412, 215019, 245788, 245793, 245240, 245604, 33823, 235208]","[243944, 41367, 148872, 148752, 126916, 178606, 243443, 215058, 41330, 244469, 178601, 8703, 41346, 239272]","[242453, 231356, 243334, 33764, 244182, 237211, 244249, 118931, 33741, 186827, 118918, 233905, 240443, 109329, 118930, 234845, 244732, 239279, 235601, 245650, 217173, 244672, 235412, 215019, 245788, 245793, 245240, 245604, 33823, 235208]","[162217, 243737, 108045, 9479, 185011, 178622, 118488, 240458, 209621, 182543, 33819, 243944, 41367, 148872, 148752, 126916, 178606, 243443, 215058, 41330, 244469, 178601, 8703, 41346, 239272]","[242453, 231356, 243334, 33764, 244182, 237211, 244249, 118931, 33741, 186827, 118918, 233905, 240443, 109329, 118930, 234845, 244732, 239279, 235601, 245650, 217173, 244672, 235412, 215019, 245788, 245793, 245240, 245604, 33823, 235208]","[162217, 243737, 108045, 9479, 185011, 178622, 118488, 240458, 209621, 182543, 33819, 243944, 41367, 148872, 148752, 126916, 178606, 243443, 215058, 41330, 244469, 178601, 8703, 41346, 239272]",1,1506816000,False
267081,113893,0,3,8,2,11626,4,"[254678, 238911, 235986, 255159]","[251607, 254187]","[112734, 253980, 235605, 254678, 238911, 235986, 255159]","[235275, 251607, 254187]","[246713, 247174, 235602, 245872, 237619, 235603, 251859, 238910, 112734, 253980, 235605, 254678, 238911, 235986, 255159]","[247230, 248180, 37527, 252470, 238908, 235275, 251607, 254187]",1,1521417600,False
176910,56330,2,3,8,2,11626,4,[],[],[],[],[],[],1,1505260800,False
1327727,153581,0,3,8,2,11626,4,[],[],[167757],[],[167757],[],1,1514764800,False
805314,1348708,3,3,34,9,17816,4,[],[],[],[],[],[],0,1513209600,False
354883,215373,1,3,8,2,11626,4,[],[],[],[],[],[],0,1505174400,False
2632865,169432,1,3,8,2,17901,4,[],[167107],[],"[102049, 239689, 167107]",[],"[102049, 239689, 167107]",1,1506988800,False
753128,243063,5,3,8,2,19114,3,[],[],[],[],[],[],0,1506729600,False
2872208,142512,3,3,8,9,17636,4,"[217998, 156200]",[],"[217998, 156200]",[],"[217998, 156200]",[],0,1524096000,False
1235225,155574,2,3,8,10,11626,4,"[204330, 247279]",[],"[102902, 1143992, 63632, 155190, 204330, 247279]","[154715, 1307225]","[89471, 155330, 178823, 525437, 102978, 233078, 102902, 1143992, 63632, 155190, 204330, 247279]","[154715, 1307225]",1,1513123200,False
2596735,115654,6,3,8,9,18423,4,[],[],[],[],"[260157, 1005656, 368840, 368840]","[520650, 761725]",0,1522540800,False
2667819,15519,6,3,8,8,11626,3,[],[],[],[],[],[],1,1524960000,False
1211668,248665,5,3,8,2,11626,4,[],[202551],"[217998, 156200, 178544]",[202551],"[217998, 156200, 178544]",[202551],1,1523059200,False
1443575,208349,1,3,8,7,11626,4,[],[],[],[],[],[],0,1502755200,False
979581,41081,1,3,8,10,19952,3,[],"[53084, 232909]",[],"[53084, 232909]",[],"[53084, 232909]",1,1503964800,False
2835358,255071,4,3,8,2,11626,4,"[254444, 200294, 255176]","[157318, 1028591, 161410, 250135, 1010120, 1016304]","[253550, 139448, 1207494, 100624, 254444, 200294, 255176]","[108116, 152421, 1136829, 993561, 573721, 215063, 838334, 234552, 251158, 253400, 120889, 157318, 1028591, 161410, 250135, 1010120, 1016304]","[242893, 233932, 32270, 32191, 105224, 136393, 247023, 247396, 246998, 215064, 329001, 1066460, 32569, 1154235, 227803, 118386, 123561, 253550, 139448, 1207494, 100624, 254444, 200294, 255176]","[201693, 152708, 756536, 246893, 871747, 104480, 164032, 234278, 1082751, 187170, 1054664, 180247, 1013602, 177378, 590170, 42324, 711597, 629967, 1120483, 247392, 696000, 244565, 117993, 117994, 117995, 181968, 966285, 1156121, 165928, 108116, 152421, 1136829, 993561, 573721, 215063, 838334, 234552, 251158, 253400, 120889, 157318, 1028591, 161410, 250135, 1010120, 1016304]",1,1520553600,False
990583,14324,5,3,8,9,11626,4,[],[],[],[],[],[],0,1521849600,False
833264,112675,2,3,8,9,20146,4,"[178654, 252853, 235604, 252321, 112734]",[],"[235603, 238910, 244489, 238906, 252470, 178654, 252853, 235604, 252321, 112734]",[],"[217109, 217148, 237618, 244125, 235603, 238910, 244489, 238906, 252470, 178654, 252853, 235604, 252321, 112734]",[],1,1517961600,False
1046254,131846,3,3,8,8,11626,3,[],[],[],[],[],[69223],0,1524096000,False
803136,238558,6,3,8,10,19312,3,[],"[238550, 238551, 238552]",[],"[1015238, 238550, 238551, 238552]",[],"[158299, 148939, 1015238, 238550, 238551, 238552]",0,1511654400,False
1820947,245604,1,3,8,2,17681,3,"[246931, 237152, 246718]","[248180, 171881, 183916, 181389]","[245926, 237151, 247546, 247023, 246931, 237152, 246718]","[237978, 247678, 248180, 171881, 183916, 181389]","[243793, 185052, 235242, 215058, 246713, 245926, 237151, 247546, 247023, 246931, 237152, 246718]","[707157, 245176, 161359, 108911, 719622, 119023, 243811, 217173, 237978, 247678, 248180, 171881, 183916, 181389]",0,1511222400,False
2074805,77022,1,3,8,8,18713,4,[],[],[],[],[],[],0,1529366400,False
805139,23020,3,3,8,10,19293,3,[785358],[1128128],"[89193, 4351, 172704, 785358]","[83674, 1128128]","[180063, 162522, 64330, 89193, 4351, 172704, 785358]","[83674, 1128128]",1,1515628800,False
262756,4926,4,3,8,8,20643,3,[],[],[],[],[],[11712],0,1516924800,False
2087936,243705,4,3,8,2,11626,4,[],[244114],[],[244114],[],[244114],0,1504224000,False
1986603,72181,1,3,8,10,4061,4,[],[],[],[],[],[],0,1506384000,False
695715,217533,1,3,8,6,11626,4,[],[],[],[51332],[6894],[51332],1,1519084800,False
986839,47124,0,3,8,8,19083,4,[],[],[],[],[],[263161],0,1515974400,False
1229977,51401,4,3,8,9,11626,4,[],[],[],[356143],[],[356143],0,1510272000,False
1546257,19447,1,3,8,2,19148,1,"[51075, 1797, 14220, 70197, 1082885, 3392, 389914, 5833, 38240, 70104, 13630, 28003, 314270, 2997, 45165, 7471, 36573, 36548, 4190, 3240, 26943]","[54403, 121743, 4067, 13656, 987, 148976, 70620, 7589, 17246, 3010]","[94241, 11268, 27158, 30678, 30538, 56055, 2448, 4172, 538, 66141, 71542, 51075, 1797, 14220, 70197, 1082885, 3392, 389914, 5833, 38240, 70104, 13630, 28003, 314270, 2997, 45165, 7471, 36573, 36548, 4190, 3240, 26943]","[1644, 315178, 530310, 1359, 981, 956017, 19432, 54403, 121743, 4067, 13656, 987, 148976, 70620, 7589, 17246, 3010]","[3089, 83474, 103, 263, 323, 110, 38934, 14852, 39053, 15773, 57, 94241, 11268, 27158, 30678, 30538, 56055, 2448, 4172, 538, 66141, 71542, 51075, 1797, 14220, 70197, 1082885, 3392, 389914, 5833, 38240, 70104, 13630, 28003, 314270, 2997, 45165, 7471, 36573, 36548, 4190, 3240, 26943]","[55768, 14729, 14728, 14063, 41941, 128, 39740, 41710, 254, 539016, 252, 1908, 14998, 7338, 56305, 1643, 1641, 1644, 315178, 530310, 1359, 981, 956017, 19432, 54403, 121743, 4067, 13656, 987, 148976, 70620, 7589, 17246, 3010]",0,1514246400,False
2059865,14935,4,3,8,9,20523,4,[],[],[],[],[],[],1,1516924800,False
1304196,51589,1,3,8,10,19949,3,[],[],[],[],[],[],1,1507593600,False
1415296,107954,4,3,8,2,11626,4,"[955829, 65269, 186544, 216176, 108998, 108911, 64999, 243514, 103583, 857053, 244148, 121400, 64089, 243440, 176452, 175885, 185011, 184958, 242638, 981991, 242712, 65336, 236459, 243359, 179662, 112958, 244257, 243062, 186215, 216179, 977297, 244340, 244608, 106363, 58574, 227343, 187161, 147585, 1054170, 185237, 244348, 106407, 153381, 242839, 243122, 236066, 244589, 182148, 184681, 185911, 183252, 167622, 215063, 182535, 244724, 216217]","[243730, 63505, 167088, 256586, 588362, 113238, 163433, 1149318, 179833, 262855, 227265, 106996, 825591, 102227, 227006, 216219, 243665, 209013, 216200, 242415, 158722, 173048, 160305, 953433, 243555, 164332, 244992, 213925]","[955829, 65269, 186544, 216176, 108998, 108911, 64999, 243514, 103583, 857053, 244148, 121400, 64089, 243440, 176452, 175885, 185011, 184958, 242638, 981991, 242712, 65336, 236459, 243359, 179662, 112958, 244257, 243062, 186215, 216179, 977297, 244340, 244608, 106363, 58574, 227343, 187161, 147585, 1054170, 185237, 244348, 106407, 153381, 242839, 243122, 236066, 244589, 182148, 184681, 185911, 183252, 167622, 215063, 182535, 244724, 216217]","[177948, 243540, 242608, 167253, 243730, 63505, 167088, 256586, 588362, 113238, 163433, 1149318, 179833, 262855, 227265, 106996, 825591, 102227, 227006, 216219, 243665, 209013, 216200, 242415, 158722, 173048, 160305, 953433, 243555, 164332, 244992, 213925]","[955829, 65269, 186544, 216176, 108998, 108911, 64999, 243514, 103583, 857053, 244148, 121400, 64089, 243440, 176452, 175885, 185011, 184958, 242638, 981991, 242712, 65336, 236459, 243359, 179662, 112958, 244257, 243062, 186215, 216179, 977297, 244340, 244608, 106363, 58574, 227343, 187161, 147585, 1054170, 185237, 244348, 106407, 153381, 242839, 243122, 236066, 244589, 182148, 184681, 185911, 183252, 167622, 215063, 182535, 244724, 216217]","[177948, 243540, 242608, 167253, 243730, 63505, 167088, 256586, 588362, 113238, 163433, 1149318, 179833, 262855, 227265, 106996, 825591, 102227, 227006, 216219, 243665, 209013, 216200, 242415, 158722, 173048, 160305, 953433, 243555, 164332, 244992, 213925]",1,1505433600,False
928310,239834,1,3,8,2,20575,4,"[104141, 239829]",[],"[104141, 239829]",[],"[104141, 239829]",[],1,1509408000,False
1742355,109495,1,3,8,9,11626,4,[],[],[],[],[],[],1,1520899200,False
845300,140854,6,3,8,7,11626,4,[],[],[734196],[62455],[734196],[62455],0,1515888000,False
1591080,37525,6,3,8,7,18941,4,[],[],[],"[1248810, 1248804, 941226]",[],"[1248810, 1248804, 941226]",0,1518912000,False
2254663,18485,2,3,8,10,12163,4,[],[],[],[],[],[],0,1509494400,False
984756,209487,5,3,8,9,19606,4,[],[],[],"[547345, 278483]",[],"[396825, 547345, 278483]",0,1513987200,False
2158640,41024,6,3,8,8,11626,3,"[1169168, 475641]",[],"[1169168, 475641]",[],"[1166740, 1263399, 94471, 170987, 344423, 376644, 409823, 608170, 470993, 723062, 939936, 1252308, 710955, 580202, 543603, 846411, 169447, 1298479, 311393, 27317, 776022, 964383, 366342, 706543, 984011, 1091370, 165940, 1169168, 475641]","[847482, 1073790, 93819, 117652, 236559, 182086, 821304, 901917, 292298, 229390, 466775, 762811]",1,1519516800,False
447909,119323,3,3,8,10,11626,4,"[349202, 1133921, 303304, 349202, 303304, 303316]","[119315, 119333, 761523, 759465]","[349202, 1133921, 303304, 349202, 303304, 303316]","[119315, 119333, 761523, 759465]","[349202, 1133921, 303304, 349202, 303304, 303316]","[119315, 119333, 761523, 759465]",0,1508976000,False
456194,192271,3,3,8,9,11626,4,[],[],[],[],[1334191],[],1,1519862400,False
1157880,102790,6,3,8,2,17751,4,"[231124, 231122, 99802, 155826, 147980, 1309184, 170500]",[104412],"[610962, 582610, 234434, 870281, 114101, 155979, 183290, 155978, 156428, 203343, 142648, 231124, 231122, 99802, 155826, 147980, 1309184, 170500]","[1115069, 944244, 241816, 155898, 139552, 104412]","[610962, 582610, 234434, 870281, 114101, 155979, 183290, 155978, 156428, 203343, 142648, 231124, 231122, 99802, 155826, 147980, 1309184, 170500]","[1115069, 944244, 241816, 155898, 139552, 104412]",1,1519516800,False
1707155,66577,2,3,8,10,11626,4,[1101067],[],[1101067],[],[1101067],[],1,1516147200,False
1679566,57083,6,3,8,2,11626,4,[],[],[],[],[],[],0,1520121600,False
2488884,173671,5,3,8,2,11626,4,"[254757, 105978, 1307817, 111064, 237705]","[254878, 220006, 113378]","[171009, 254678, 233128, 254757, 105978, 1307817, 111064, 237705]","[254066, 253932, 254878, 220006, 113378]","[245872, 248892, 251859, 252437, 172744, 171009, 254678, 233128, 254757, 105978, 1307817, 111064, 237705]","[249073, 251379, 248335, 254066, 253932, 254878, 220006, 113378]",1,1522454400,False
478866,208833,1,3,8,8,11626,4,[],[],[],[],[],[],0,1512432000,False
2257280,41388,6,3,8,7,20395,4,[],[],[],[],[],"[536366, 16585]",0,1519516800,False
1073821,100019,1,3,8,10,11626,4,[],[],[],[],[],[],0,1502755200,False
1263706,257356,6,3,8,10,11626,4,[],[],[902802],[93497],"[795186, 521345, 200415, 950465, 902802]","[1239972, 839470, 93497]",1,1518307200,False
333154,187633,1,3,8,2,11626,4,"[184091, 186763, 186764, 215063, 186272, 245079, 187403, 237618, 227343, 186273]","[245342, 247358]","[136386, 180869, 184091, 186763, 186764, 215063, 186272, 245079, 187403, 237618, 227343, 186273]","[244608, 245342, 247358]","[136386, 180869, 184091, 186763, 186764, 215063, 186272, 245079, 187403, 237618, 227343, 186273]","[244608, 245342, 247358]",0,1506988800,False
1568263,63527,3,3,8,10,11626,3,[],[],[],[],[],[],1,1504742400,False
19516,244322,6,3,8,10,19817,4,[],[],[],[],[],"[161777, 170845, 184227, 184228, 176127, 245259, 62375, 236986, 235987, 1157695]",0,1515888000,False
2017180,120595,0,3,8,10,19458,3,[],[],[],[],[],[],0,1515369600,False
465441,45871,5,3,8,9,17739,3,[],[],[],[],[],[],1,1521244800,False
810908,216436,2,3,8,10,11626,4,[],[],[123506],[],"[180973, 123506]",[],0,1510099200,False
918216,94609,0,3,8,8,11626,4,[7858],[],[7858],[],[7858],[],1,1518393600,False
2634730,19491,2,3,8,10,7783,3,[],[],[],[],[],[],0,1503446400,False
653859,129280,6,3,8,2,20232,3,[54364],[],"[9508, 9661, 151, 32248, 54364]","[218091, 4300, 54390, 60404, 239490]","[43086, 41309, 6316, 41754, 151428, 9508, 9661, 151, 32248, 54364]","[43084, 874560, 6194, 218091, 4300, 54390, 60404, 239490]",0,1523750400,False
887043,244457,2,3,8,10,11626,3,"[187720, 248027, 245221, 247561, 244642]","[1254580, 643798]","[187720, 248027, 245221, 247561, 244642]","[1254580, 643798]","[187720, 248027, 245221, 247561, 244642]","[1254580, 643798]",1,1508284800,False
668188,201066,5,3,8,2,18184,4,[],[],[],[],[],[],1,1504915200,False
827750,81834,2,3,8,5,20017,3,[],[],[],[],[],[],0,1515542400,False
1647488,9539,5,3,8,8,11626,4,[],[],[],[],[],[],1,1515196800,False
1796408,833,0,3,8,2,11626,4,[],[],[],[],[],[],1,1523232000,False
2470022,79832,6,3,8,2,20006,4,[],"[343522, 293721, 280773, 980419]",[],"[343522, 293721, 280773, 980419]",[],"[343522, 293721, 280773, 980419]",1,1505606400,False
2653864,203720,0,3,8,10,11626,4,[],[],[],[],[],[],0,1518393600,False
674740,182760,1,3,8,10,19207,4,"[217142, 236975, 248125]",[],"[217142, 236975, 248125]",[],"[215033, 235987, 217142, 236975, 248125]",[],1,1510012800,False
907690,106639,1,3,8,2,11626,4,"[211399, 143794]",[],"[211399, 143794]",[],"[211399, 143794]",[],1,1516665600,False
773144,62342,2,3,8,8,20185,4,[],[],[],[46532],[],[46532],0,1521590400,False
1207019,251222,3,3,8,2,19667,3,[],"[253989, 248128, 182556]","[177103, 103250, 32624]","[253989, 248128, 182556]","[63909, 111800, 56987, 111739, 151641, 177103, 103250, 32624]","[45471, 233309, 21646, 705037, 178535, 236913, 182586, 253989, 248128, 182556]",1,1519862400,False
488689,167561,5,3,8,10,19599,4,[],[],[],"[446288, 237620, 896500]",[],"[235987, 613662, 429804, 1055000, 237618, 237619, 446288, 237620, 896500]",0,1519430400,False
257891,59516,6,3,8,10,19037,4,[159084],[136132],[159084],[136132],"[182846, 159084]",[136132],1,1517097600,False
1226749,171602,4,3,8,2,20383,3,[],[],[],[],[],[],0,1504828800,False
1882404,16790,2,3,8,8,11626,4,[],[],[],[],[],[],0,1524009600,False
1398513,102390,2,3,8,2,11626,4,[],[],[],[],[],[],0,1510704000,False
1071966,90725,6,3,8,9,11626,4,[],[],[],[],[],[],1,1510444800,False
1956756,229161,3,3,8,9,11626,3,[],"[957597, 399734]",[],"[1093329, 738868, 957597, 399734]",[],"[1093329, 738868, 957597, 399734]",0,1510185600,False
2374505,169070,0,3,8,9,11626,4,"[8999, 74698, 257066, 1036417]",[756437],"[106942, 8999, 74698, 257066, 1036417]",[756437],"[53284, 106942, 8999, 74698, 257066, 1036417]",[756437],0,1508716800,False
234121,154685,2,3,8,2,11626,4,"[29918, 115107, 54616]",[98431],"[29918, 115107, 54616]",[98431],"[36666, 153235, 29918, 115107, 54616]","[21738, 26017, 1132324, 98431]",1,1524614400,False
1889515,255717,0,3,8,2,18797,4,"[123664, 148530, 25360, 32146, 32114, 32181, 529058, 255472]",[],"[254244, 105533, 251585, 123664, 148530, 25360, 32146, 32114, 32181, 529058, 255472]",[],"[246893, 245370, 245639, 248022, 247814, 243730, 171446, 249975, 249964, 187403, 251817, 241777, 241929, 247810, 242961, 251970, 248526, 227837, 771395, 249417, 178132, 183664, 186544, 184815, 254244, 105533, 251585, 123664, 148530, 25360, 32146, 32114, 32181, 529058, 255472]","[248501, 251102, 186243]",1,1522022400,False
11258,219469,1,3,8,2,17732,4,[],[],[253793],[],"[567066, 237727, 237725, 112695, 133346, 155911, 577651, 106612, 185897, 1264386, 142295, 142418, 7876, 170102, 237728, 126888, 253793]",[],1,1528156800,False
1757980,601929,1,3,34,9,17616,4,[213514],[],[213514],[],[213514],[],1,1503360000,False
47434,102513,6,3,8,10,11626,4,[],[],[],[],[],"[233632, 951463]",0,1509840000,False
1738978,189988,6,3,8,10,11626,4,[],[],[119669],[],[119669],[],0,1522540800,False
310388,63689,4,3,8,2,11626,4,[],[],[],[136368],"[241616, 105090, 172202, 178679, 142836, 243398, 244728, 1234377]","[156352, 136368]",1,1524182400,False
2407375,4064,1,3,8,2,11626,3,[],[],[],[],"[366335, 366335, 208358, 232793, 216299]",[200811],1,1522108800,False
702247,5541,1,3,8,10,11626,4,[],[],[],[],"[27721, 155908]","[156220, 140679, 112939, 26823, 155890]",0,1513036800,False
1224019,154238,1,3,8,8,11626,3,[],[],[],[],[],"[1124712, 1142028, 663714, 1073925]",0,1524528000,False
291381,43896,0,3,8,2,11626,4,[],[],[],[],[],[],0,1511740800,False
1306087,219079,1,3,8,10,19817,4,"[108568, 255720, 215356, 215400, 235277, 255715, 255409, 1305629, 118106, 256186, 106631, 185026]","[181094, 176835, 219069, 219130, 61911]","[252832, 250490, 108568, 255720, 215356, 215400, 235277, 255715, 255409, 1305629, 118106, 256186, 106631, 185026]","[181094, 176835, 219069, 219130, 61911]","[217169, 162393, 252832, 250490, 108568, 255720, 215356, 215400, 235277, 255715, 255409, 1305629, 118106, 256186, 106631, 185026]","[181094, 176835, 219069, 219130, 61911]",1,1525132800,False
1268772,153677,5,3,8,8,11626,4,[],[],[],[],[],[],0,1524873600,False
31352,34816,2,3,8,9,18140,4,[],[],[],[],[494628],[],1,1514332800,False
2814837,54420,0,3,8,2,11626,4,[],[],[1354656],[],[1354656],[],1,1509926400,False
1873940,105794,1,3,8,2,11626,4,[],[],[],[],[],[],1,1523923200,False
2034533,4943,0,3,8,9,19471,4,[],[1334788],[],[1334788],[],[1334788],0,1512950400,False
630260,156007,3,3,8,8,17617,4,[9336],[155956],[9336],[155956],[9336],"[212548, 155956]",1,1516233600,False
2187668,229795,1,3,8,9,11626,4,[],[],[],[],[],[],1,1506988800,False
2432902,102277,1,3,8,2,18600,4,[62262],[],[62262],[],[62262],[],1,1502755200,False
1193036,147734,0,3,8,10,11626,3,[],[],[],[],[],[],0,1502668800,False
160319,235178,1,3,8,10,18111,4,[],"[249975, 251342, 251379, 251158, 251832, 1228195]","[248757, 244469, 249178]","[247710, 243861, 248262, 241436, 248501, 249049, 249045, 186140, 248846, 249451, 238922, 249975, 251342, 251379, 251158, 251832, 1228195]","[58581, 245392, 245079, 1259920, 227344, 248757, 244469, 249178]","[247179, 243383, 186544, 240242, 244001, 243788, 243888, 1222900, 245345, 244724, 245185, 1182509, 244905, 176071, 245512, 245342, 245349, 185592, 256632, 245303, 246911, 187633, 246893, 186139, 181843, 247590, 247372, 247657, 248022, 241371, 247710, 243861, 248262, 241436, 248501, 249049, 249045, 186140, 248846, 249451, 238922, 249975, 251342, 251379, 251158, 251832, 1228195]",0,1514851200,False
2390447,154371,5,3,8,7,11626,4,[],[],[],[],[],"[28359, 31637]",0,1521849600,False
2676190,134472,3,3,8,9,19075,4,[],[],[],[],[],[],1,1515628800,False
1492899,7937,6,3,8,10,19588,3,[],[],[],[],[],[175839],0,1524960000,False
298302,218092,1,3,8,10,19097,4,"[151287, 151377, 205812, 764280, 120334, 245606, 218096, 218648, 218098, 120872]",[244686],"[151287, 151377, 205812, 764280, 120334, 245606, 218096, 218648, 218098, 120872]",[244686],"[151287, 151377, 205812, 764280, 120334, 245606, 218096, 218648, 218098, 120872]",[244686],1,1506384000,False
34646,102861,5,3,8,2,11626,4,[],[],[],[],[],[],0,1522454400,False
1619307,242749,3,3,8,10,11626,3,[176637],[],[176637],"[174761, 154804, 187410]","[1731, 176637]","[186984, 160308, 166459, 174761, 154804, 187410]",0,1524700800,False
1169157,575,3,3,8,10,19858,4,[],[52446],[],[52446],[],[52446],0,1521676800,False
588754,262678,5,3,8,10,11626,4,[],[],[],[],[],[],1,1510358400,False
402611,130847,2,3,8,2,11626,4,[],[],[],[],[],[],0,1515542400,False
2102429,94431,3,3,8,9,11626,4,[],[],[],[],[],[],0,1504742400,False
2643082,177191,1,3,8,2,11626,4,[],[],[],[],[],[],0,1526342400,False
2771108,251508,3,3,8,9,11626,3,"[255704, 250639, 255642, 253562, 175424, 250291, 251111, 179781, 252753, 251744, 255906]","[252344, 248911, 166975]","[255704, 250639, 255642, 253562, 175424, 250291, 251111, 179781, 252753, 251744, 255906]","[252344, 248911, 166975]","[255704, 250639, 255642, 253562, 175424, 250291, 251111, 179781, 252753, 251744, 255906]","[252344, 248911, 166975]",1,1524096000,False
1768229,244098,2,3,8,2,19041,3,[246826],[],[246826],[184860],"[240203, 236805, 238147, 246826]",[184860],1,1524009600,False
1037473,244565,4,3,8,2,19087,4,[217148],[],[217148],[],[217148],[],0,1503014400,False
739510,173634,2,3,8,10,11626,4,"[169181, 254468, 237901, 112041]","[251277, 253289, 153474, 169840, 109384]","[239454, 175611, 245832, 255058, 176977, 169181, 254468, 237901, 112041]","[217773, 254204, 246453, 251277, 253289, 153474, 169840, 109384]","[182863, 241692, 14798, 989944, 111978, 237881, 112039, 114466, 239454, 175611, 245832, 255058, 176977, 169181, 254468, 237901, 112041]","[109179, 109177, 217773, 254204, 246453, 251277, 253289, 153474, 169840, 109384]",0,1521590400,False
2456757,126486,6,3,8,10,18813,4,[],[],[],[],[],[],1,1515888000,False
1477247,240992,6,3,8,10,11626,4,[],[],[],[],"[985951, 1353183, 148624]",[],1,1526169600,False
1142161,119766,0,3,8,9,18891,4,[],[119762],[],[119762],[],[119762],1,1508716800,False
1598999,4260,0,3,8,10,11626,4,[],[],[],[],[],[],1,1520812800,False
1515632,16493,5,3,8,10,11626,4,[],[],[],[],[],[],0,1521849600,False
2487445,125179,2,3,8,10,19953,3,[],"[1105229, 17267]",[],"[1105229, 17267]",[],"[1105229, 17267]",0,1505260800,False
1883913,220188,1,3,8,9,11626,4,[],[],[],[],[],[],1,1531785600,False
511417,178553,6,3,8,9,11626,4,[],[],[],[],[],[],0,1511654400,False
718337,17042,1,3,8,9,11626,4,[],[],[],[],[],[],1,1506384000,False
95816,69710,1,3,8,9,11626,3,[],[],[],[],[],[1346206],1,1517270400,False
2528397,178635,1,3,8,10,19154,4,"[118288, 118764, 118492, 118762]",[],"[126789, 118490, 118905, 118288, 118764, 118492, 118762]",[240329],"[156220, 151405, 118287, 117284, 232230, 223518, 142358, 151349, 178609, 89412, 118489, 118654, 64849, 62169, 118985, 151458, 118258, 148640, 218671, 126789, 118490, 118905, 118288, 118764, 118492, 118762]","[178586, 240329]",1,1516060800,False
122283,73,4,3,8,2,11626,3,[],[1295220],[],[1295220],[534706],"[968744, 1295220]",1,1512086400,False
2338631,103804,3,3,8,2,11626,3,"[179111, 110315, 868205]",[],"[1360235, 150918, 64095, 64475, 179111, 110315, 868205]",[],"[115366, 103902, 992994, 179054, 208014, 238122, 1199145, 180214, 185507, 241035, 235639, 235640, 235641, 155439, 106370, 181410, 235642, 1002566, 1938, 111978, 1360235, 150918, 64095, 64475, 179111, 110315, 868205]","[64280, 919038, 242995]",1,1517443200,False
