userid,itemid,weekday,domain,sales_chart,sales_rank,brand,price,user_pos_1month_seq,user_neg_1month_seq,user_pos_2month_seq,user_neg_2month_seq,user_pos_6month_seq,user_neg_6month_seq,label,timestamp
1972756,237646,6,3,8,2,11626,4,[],[],[242116],[],"[243714, 978225, 143903, 245345, 187410, 247372, 242116]",[],1,1516492800
33881,156200,2,3,8,4,11626,3,[],[],[],[],[],[],1,1511913600
469107,155895,3,3,8,9,11626,4,[],[],[],[],[],[],0,1507161600
3781,142368,2,3,8,9,11626,4,[],[],[],[],[],[],1,1502841600
2679094,156090,5,3,8,9,11626,3,[178570],[],"[238557, 25326, 178570]",[],"[178573, 168382, 238557, 25326, 178570]",[],0,1524268800
1198299,246931,1,3,8,10,18409,4,[],[],[],[],[],"[169474, 185227, 243600]",0,1508803200
201071,217082,0,3,8,10,19153,3,[],"[163898, 244872]",[],"[756589, 163898, 244872]",[],"[756589, 163898, 244872]",0,1523232000
486905,46296,1,3,8,2,19838,3,"[148429, 751136, 1327292]","[235480, 235479, 1003049, 919925, 235478, 1205157, 106028]","[148429, 751136, 1327292]","[235480, 235479, 1003049, 919925, 235478, 1205157, 106028]","[148429, 751136, 1327292]","[235480, 235479, 1003049, 919925, 235478, 1205157, 106028]",0,1514851200
1309892,93113,5,3,8,9,11626,4,[],[],[],[],"[410107, 409812]",[],1,1523664000
1021752,150912,1,3,8,10,11626,5,[],[1072139],[],[1072139],[],[1072139],0,1513036800
1515513,103264,1,3,8,2,11626,4,[],[],[],[],[],[],0,1510617600
1546257,352140,1,3,34,9,11626,4,"[5833, 38240, 70104, 13630, 28003, 314270, 2997, 45165, 7471, 36573, 36548, 4190, 3240, 26943, 3241]","[121743, 4067, 13656, 987, 148976, 70620, 7589, 17246, 3010, 19447, 34633, 2980, 4896, 15775, 6934, 15202]","[30678, 30538, 56055, 2448, 4172, 538, 66141, 71542, 51075, 1797, 14220, 70197, 1082885, 3392, 389914, 5833, 38240, 70104, 13630, 28003, 314270, 2997, 45165, 7471, 36573, 36548, 4190, 3240, 26943, 3241]","[1359, 981, 956017, 19432, 54403, 121743, 4067, 13656, 987, 148976, 70620, 7589, 17246, 3010, 19447, 34633, 2980, 4896, 15775, 6934, 15202]","[3089, 83474, 103, 263, 323, 110, 38934, 14852, 39053, 15773, 57, 94241, 11268, 27158, 30678, 30538, 56055, 2448, 4172, 538, 66141, 71542, 51075, 1797, 14220, 70197, 1082885, 3392, 389914, 5833, 38240, 70104, 13630, 28003, 314270, 2997, 45165, 7471, 36573, 36548, 4190, 3240, 26943, 3241]","[55768, 14729, 14728, 14063, 41941, 128, 39740, 41710, 254, 539016, 252, 1908, 14998, 7338, 56305, 1643, 1641, 1644, 315178, 530310, 1359, 981, 956017, 19432, 54403, 121743, 4067, 13656, 987, 148976, 70620, 7589, 17246, 3010, 19447, 34633, 2980, 4896, 15775, 6934, 15202]",1,1515456000
170557,156255,4,3,8,9,11626,4,[],[116854],[],[116854],[],[116854],0,1507248000
295961,196541,6,3,8,9,11626,4,[],[],[],[],[],[],1,1515283200
841676,10347,6,3,8,9,11626,4,[538418],[1151487],[538418],[1151487],[538418],[1151487],1,1517097600
665861,249284,4,3,8,10,17538,4,"[236975, 113803, 247170, 247874]",[],"[179481, 246912, 245751, 185433, 236821, 217173, 112673, 245740, 215066, 1228381, 236975, 113803, 247170, 247874]","[244465, 244880, 245349]","[185531, 242453, 231356, 227436, 1036796, 1200881, 245353, 168159, 179481, 246912, 245751, 185433, 236821, 217173, 112673, 245740, 215066, 1228381, 236975, 113803, 247170, 247874]","[183547, 236039, 187143, 1132709, 244465, 244880, 245349]",1,1510272000
1741548,215063,5,3,8,10,20625,4,"[252741, 252991, 227837, 107272]","[249373, 252115, 251970]","[251379, 249975, 251585, 252741, 252991, 227837, 107272]","[215074, 249545, 251742, 249045, 251672, 251817, 251597, 249373, 252115, 251970]","[243142, 245176, 64999, 246912, 187403, 245894, 246713, 241449, 248404, 251379, 249975, 251585, 252741, 252991, 227837, 107272]","[243775, 245345, 227343, 245410, 64640, 245342, 227836, 227836, 247046, 187794, 247470, 247945, 248526, 245639, 241631, 249431, 215074, 249545, 251742, 249045, 251672, 251817, 251597, 249373, 252115, 251970]",1,1516406400
781463,172665,3,3,8,8,18409,4,[],[],[],[],[],[],1,1515628800
562025,38527,0,3,8,10,11626,4,[],[],[],[],[],"[1089998, 296420, 296351, 649482]",0,1525046400
2238827,7660,6,3,8,9,17636,4,[],[],[],[1089930],[],"[1521, 1089930]",0,1511049600
233548,140854,1,3,8,7,11626,4,[],[],[],[],[],[],0,1512432000
2480570,133082,2,3,8,2,11626,4,[],[],"[31911, 19176, 19227]",[11347],"[31911, 19176, 19227]",[11347],1,1518566400
1305233,39208,2,3,8,2,11626,4,[],[34816],[],[34816],"[830491, 1160872, 32106, 22254, 208350, 984856]","[710732, 1363467, 327162, 34816]",1,1522800000
2237505,127609,2,3,8,6,19692,3,[],[],[],[],[],[],1,1506470400
1153825,134487,2,3,8,10,18843,3,"[42990, 253135, 202993, 252897, 245318, 180749, 173194]","[130994, 239089, 216212, 1116459, 171535, 173864]","[239088, 44187, 248103, 42990, 253135, 202993, 252897, 245318, 180749, 173194]","[521760, 107666, 107667, 1216675, 601955, 575627, 32269, 130994, 239089, 216212, 1116459, 171535, 173864]","[103511, 103512, 1324073, 234452, 156512, 182762, 1251895, 183495, 155811, 175310, 816459, 145181, 11858, 155948, 156221, 173856, 182533, 186663, 1340238, 7172, 63560, 1274251, 1075936, 186694, 157106, 7173, 46946, 177642, 235108, 186170, 296628, 710521, 882651, 526664, 1109141, 239088, 44187, 248103, 42990, 253135, 202993, 252897, 245318, 180749, 173194]","[46947, 46948, 154149, 155821, 164662, 170027, 174006, 170383, 1252449, 1228342, 171880, 168234, 247202, 62796, 139519, 175444, 149561, 521760, 107666, 107667, 1216675, 601955, 575627, 32269, 130994, 239089, 216212, 1116459, 171535, 173864]",0,1518566400
2883132,188402,3,3,8,7,11626,1,[],[],[],[],[],[],1,1505347200
2432595,163626,0,3,8,2,11626,3,[],[],[],[184368],[185268],[184368],1,1509926400
1407289,120522,2,3,8,6,11626,4,[],[],[],[],[],"[369079, 369079]",1,1518566400
2446629,177362,3,3,8,2,18358,4,"[41892, 41955, 161638, 164086, 172083]",[170045],"[203274, 136592, 41892, 41955, 161638, 164086, 172083]",[170045],"[186012, 136591, 199150, 239884, 239883, 244580, 243063, 87432, 239887, 240453, 108872, 249339, 143006, 135277, 240454, 203274, 136592, 41892, 41955, 161638, 164086, 172083]","[239886, 1297154, 239885, 243273, 143634, 143879, 170045]",1,1519257600
1740985,46542,3,3,8,9,19352,3,[],[],"[1272814, 168639, 242010]",[],"[996125, 103665, 1176071, 31809, 980253, 352715, 1272814, 168639, 242010]",[],1,1519257600
562703,123661,1,3,8,9,11626,4,[],[],[],[],[],[],0,1509408000
2066713,217079,4,3,8,2,19363,4,"[251735, 254149, 173637]",[],"[251735, 254149, 173637]",[],"[1178267, 249073, 246700, 186102, 187319, 178979, 252337, 251735, 254149, 173637]",[251185],1,1525996800
1837385,217544,2,3,8,7,11626,4,[],[],[],[],[],[],1,1504656000
1447929,156469,0,3,8,8,19985,4,"[256784, 106012]",[],"[105961, 256784, 106012]",[],"[218091, 97432, 245460, 142326, 24430, 24527, 24550, 631953, 71829, 184106, 640047, 105961, 256784, 106012]","[178531, 142845, 140261, 24388, 24409, 71323, 24677, 71338, 24954, 631952, 71826, 24864, 1313855]",1,1520812800
2239354,47028,6,3,8,9,11626,4,[],[],[],[],[],[],0,1523750400
1484922,233229,6,3,8,2,11626,4,[],[],[],[],[],[],0,1512259200
1141200,70414,1,3,8,10,11626,4,[],[],[],[],[],[],0,1504569600
2745766,26017,2,3,8,6,19216,4,[],[],[],[],[],[],0,1516147200
461877,183671,5,3,8,10,19650,3,[],[877947],[],"[1317716, 877947]",[],"[1317716, 877947]",0,1510358400
1821802,9348,2,3,8,8,11626,4,[],[],"[118827, 195158, 9321]",[],"[84165, 118659, 118827, 195158, 9321]",[281439],1,1523404800
2239603,236768,1,3,8,10,20358,4,[1274169],[64640],"[234584, 1274169]",[64640],"[234579, 244846, 234002, 110213, 234580, 234584, 1274169]","[234582, 228501, 234578, 997547, 64640]",1,1516060800
123094,240122,5,3,8,2,17898,4,[245176],[186772],[245176],[186772],[245176],[186772],0,1503100800
627786,43301,5,3,8,10,11626,4,[],[],[],[],[],[],1,1521244800
848340,239403,5,3,8,2,11626,3,[],[],[],[],[],[],1,1506124800
2439308,236780,4,3,8,2,11626,3,[1080415],[262413],[1080415],[262413],[1080415],[262413],1,1516320000
2158940,169903,2,3,8,2,11626,4,[],"[157965, 162846]",[],"[157965, 162846]",[],"[157965, 162846]",0,1505865600
55695,21585,3,3,8,10,11626,5,"[21397, 1166175, 200874, 1216609, 358549, 234322, 358549, 544788, 272785, 766905, 78554, 710666, 193177, 188551, 208216, 134219]","[980791, 1137565]","[21397, 1166175, 200874, 1216609, 358549, 234322, 358549, 544788, 272785, 766905, 78554, 710666, 193177, 188551, 208216, 134219]","[980791, 1137565]","[982669, 21397, 1166175, 200874, 1216609, 358549, 234322, 358549, 544788, 272785, 766905, 78554, 710666, 193177, 188551, 208216, 134219]","[835334, 980791, 1137565]",1,1522886400
967249,105663,4,3,8,2,11626,4,[],[],[],[],[1284967],[],0,1510272000
1991688,133722,6,3,8,10,11626,4,"[909361, 42239]",[],"[909361, 42239]",[64186],"[237542, 144469, 909361, 42239]","[33381, 145723, 64186]",0,1510444800
146820,251412,1,3,8,2,4303,3,[],"[249386, 249957]",[],"[248919, 249386, 249957]",[],"[248919, 249386, 249957]",0,1512432000
247803,107443,6,3,8,9,11626,3,[],[1248723],[],"[580013, 540533, 1248723]",[],"[170733, 545330, 1276677, 580013, 540533, 1248723]",0,1512864000
139957,45515,3,3,8,2,18931,0,"[39533, 45506]",[],"[39533, 45506]",[],"[39533, 45506]",[],1,1506556800
1744384,51776,2,3,8,2,11626,4,[],[],[],[],[],[],1,1505865600
1246640,248962,4,3,8,2,11626,4,[],[186942],[],[186942],[],[186942],0,1519344000
94805,23020,5,3,8,10,19293,3,[],[],"[838307, 882158, 951671, 1337116, 800580, 727862, 347514, 328561, 1352432, 344291]","[747207, 1294605, 955559, 632809]","[838307, 882158, 951671, 1337116, 800580, 727862, 347514, 328561, 1352432, 344291]","[747207, 1294605, 955559, 632809]",1,1520035200
1646772,214189,0,3,8,10,19914,3,"[250615, 250722, 111169, 256091, 239292, 1305629, 118106, 239291]","[255705, 239290, 239289]","[249048, 215065, 250346, 255113, 235989, 112868, 237705, 241019, 101562, 250242, 250615, 250722, 111169, 256091, 239292, 1305629, 118106, 239291]","[254084, 247970, 234583, 246821, 255705, 239290, 239289]","[8200, 118936, 248125, 235525, 239288, 109856, 252886, 246498, 108438, 239811, 233128, 156528, 249048, 215065, 250346, 255113, 235989, 112868, 237705, 241019, 101562, 250242, 250615, 250722, 111169, 256091, 239292, 1305629, 118106, 239291]","[100459, 236768, 254505, 157899, 254466, 213737, 254084, 247970, 234583, 246821, 255705, 239290, 239289]",1,1525046400
1027579,67624,4,3,8,6,11626,4,"[1053970, 977848, 253183]",[],"[154254, 1053970, 977848, 253183]",[],"[115227, 46626, 1058427, 706102, 154254, 1053970, 977848, 253183]",[126868],0,1519344000
398284,219079,1,3,8,10,19817,4,[],[],"[254872, 255339, 151688, 142019, 160218]","[254887, 255257, 255382, 103307]","[185872, 249068, 249545, 1149008, 252200, 161252, 171795, 1195966, 1254301, 253593, 1297032, 252364, 252310, 253778, 253870, 253281, 253753, 254102, 148568, 254349, 254142, 254722, 255053, 254872, 255339, 151688, 142019, 160218]","[248931, 64650, 249786, 215064, 121675, 244343, 1164422, 241221, 253448, 254887, 255257, 255382, 103307]",1,1525132800
794389,43239,5,3,8,5,18686,4,[],[766112],[],[766112],[],"[27412, 766112]",0,1518825600
792510,183055,6,3,8,9,11626,4,[],[],[],[],[],[],0,1515283200
975041,135071,2,3,8,9,11626,4,[],[],[],[],[],[],1,1515542400
249898,180344,2,3,8,2,11626,3,[],[],[],[],[],[],0,1515542400
658873,195682,2,3,8,7,11626,4,"[1267513, 86600]",[],"[1267513, 86600]",[],"[1267513, 86600]",[],1,1513728000
2502640,41276,4,3,8,4,11626,4,[],[],[],[],[],[],0,1512691200
1317618,18089,3,3,8,9,11626,6,[],[],[],[132884],[],[132884],0,1521072000
2277431,146529,3,3,8,2,18158,4,[],[],[],[],[],[],1,1502928000
771481,223491,3,3,8,10,11626,4,[],[],[],[],[],[],0,1503532800
1299664,261787,1,3,8,2,11626,4,[],[],[],[],[],[],0,1505174400
339537,156498,1,3,8,10,20556,4,[],[],[],[],[],[],1,1504569600
1060922,118948,3,3,8,6,11626,4,[],[],[],[1045144],[],"[734549, 1045144]",0,1519862400
412963,158741,6,3,8,2,11626,4,"[250602, 249800]",[250676],"[1273048, 103958, 1134801, 250602, 249800]","[255194, 1003640, 609674, 1002412, 1058393, 250676]","[247809, 215056, 1076349, 160922, 1273048, 103958, 1134801, 250602, 249800]","[113147, 250454, 249750, 176701, 248665, 251842, 249264, 249604, 251215, 249448, 180358, 734634, 107629, 106212, 934390, 220663, 246331, 187659, 254519, 255194, 1003640, 609674, 1002412, 1058393, 250676]",0,1525564800
1744130,236847,6,3,8,10,11626,4,"[884021, 814188, 1362319, 827847, 410843, 317492, 1157162, 315946]","[317077, 529315]","[275368, 563910, 272001, 418479, 971058, 968692, 1041534, 351553, 351553, 884021, 814188, 1362319, 827847, 410843, 317492, 1157162, 315946]","[1107668, 334329, 317077, 529315]","[322894, 871591, 909421, 549316, 1123783, 999063, 579498, 1214630, 224396, 380949, 451043, 907616, 724227, 666749, 543632, 452249, 275368, 563910, 272001, 418479, 971058, 968692, 1041534, 351553, 351553, 884021, 814188, 1362319, 827847, 410843, 317492, 1157162, 315946]","[278973, 896308, 221846, 689006, 334080, 1107668, 334329, 317077, 529315]",1,1522540800
1888704,8759,3,3,8,9,11626,3,[],"[90436, 150392]",[],"[90436, 150392]",[],"[90436, 150392]",0,1518048000
1919208,249705,1,3,8,7,11626,4,[],[],[],[],[],"[863090, 249264, 251842]",0,1521504000
346330,63373,1,3,8,2,11626,4,[],[],[],[],[101355],[],0,1524528000
1055237,137786,5,3,8,2,11626,4,"[175358, 120887]","[227437, 251613, 251973, 248533, 251845]","[246718, 246718, 140172, 236977, 239283, 235980, 175358, 120887]","[245754, 248240, 118936, 178666, 113061, 118146, 64128, 227437, 251613, 251973, 248533, 251845]","[153706, 235987, 114841, 235996, 156206, 141744, 217173, 215019, 233961, 236975, 175711, 112154, 245872, 246718, 246718, 140172, 236977, 239283, 235980, 175358, 120887]","[244565, 227436, 242453, 118164, 242839, 71827, 78463, 142387, 67657, 55104, 8389, 86664, 239754, 246713, 247278, 107158, 184088, 279239, 194506, 154054, 47259, 153868, 148847, 169067, 132529, 118759, 86602, 28782, 245754, 248240, 118936, 178666, 113061, 118146, 64128, 227437, 251613, 251973, 248533, 251845]",0,1514592000
2460790,156131,5,3,8,10,11626,4,[],[],[1140037],[],[1140037],[156218],0,1525478400
1767458,102910,2,3,8,2,11626,4,[156504],[],"[78401, 156504]","[156221, 156373]","[166252, 187600, 178678, 78401, 156504]","[102714, 102713, 156221, 156373]",0,1525824000
617988,17668,2,3,8,7,19561,4,[],[],[281911],[],"[92928, 20533, 281911]",[],0,1523404800
2446781,239421,4,3,8,2,11626,3,[],[252346],[],"[179159, 252346]","[214537, 214538, 159109, 203278, 40588, 217951, 25276, 65560, 51460]","[40594, 236221, 214540, 179159, 252346]",0,1519344000
1724535,218399,1,3,8,10,20392,4,[],[],[],[],"[623501, 307938, 453521, 574868, 348003]","[626557, 295048, 1063006, 417984, 884938, 1026258, 781224, 442076]",1,1525132800
177799,43080,4,3,8,5,19372,4,[],[],[],[],"[368741, 368741, 287204, 46273, 50813, 29848, 118255, 295194, 513887, 275510, 478903]","[78062, 178531, 26183, 142512]",1,1520553600
1662367,238911,3,3,8,10,19417,4,[],[],[],[252470],[],"[152062, 252470]",0,1519862400
2604799,173870,4,3,8,2,11626,4,[],[],[],[],[],[],0,1506038400
1614782,242768,0,3,8,2,11626,4,[179312],[],"[106894, 179312]",[],"[1127132, 248480, 106894, 179312]",[240143],0,1523836800
972450,236977,4,3,8,9,19598,4,[],[],[],[],[],[240435],0,1510876800
2699414,253593,5,3,8,2,11626,4,[253593],[],[253593],[],"[180869, 248931, 253593]",[],1,1516406400
68423,103135,4,3,8,2,17606,4,[],[],[],[],[],[],1,1509062400
579037,31032,1,3,8,7,11626,4,[145187],[],[145187],[],[145187],[],1,1513641600
1026245,244241,1,3,8,2,11626,3,"[237180, 81936, 75802]",[118891],"[239406, 235098, 237180, 81936, 75802]",[118891],"[239406, 235098, 237180, 81936, 75802]",[118891],1,1505779200
2701740,142816,1,3,8,9,11626,3,[],[],[],[1310110],[],"[142295, 155806, 1310110]",0,1517270400
1419739,43080,0,3,8,5,19372,4,[],[],[],[],[],[],1,1515369600
1407054,120522,1,3,8,6,11626,4,[],[27600],[],[27600],[8773],[27600],1,1514246400
1401482,110456,5,3,8,2,11626,4,[],[],[],[65029],[],"[245614, 1080415, 248445, 247546, 65029]",0,1518825600
200553,256570,6,3,8,2,19292,4,[],[],[],"[172919, 174263]",[],"[172919, 174263]",1,1518307200
1443793,51356,5,3,8,9,11626,4,[],[],[],[],[],[],0,1503705600
1268368,9186,0,3,8,9,11626,3,"[1188225, 42399, 243771]","[1095569, 849095, 916674]","[112002, 467379, 5968, 245872, 1188225, 42399, 243771]","[178626, 240581, 1095569, 849095, 916674]","[157258, 136114, 62463, 56517, 136605, 56518, 103361, 907545, 154372, 103362, 9565, 126827, 112002, 467379, 5968, 245872, 1188225, 42399, 243771]","[178433, 144019, 1228255, 147758, 36074, 149495, 240071, 57488, 41367, 162204, 178626, 240581, 1095569, 849095, 916674]",1,1512345600
2144518,227903,1,3,8,9,11626,4,[],[178573],[],"[1036417, 178573]",[],"[796693, 46532, 142591, 397929, 307769, 156498, 156218, 110978, 1036417, 178573]",0,1520899200
2441454,159951,3,3,8,2,11626,4,[],[],[],[],[],[],1,1525910400
884391,106745,2,3,8,2,11626,4,[],[583230],[],[583230],[],"[988963, 177713, 936986, 816232, 583230]",0,1510099200
1651537,49267,5,3,8,9,971,1,[],[],[],[],[],"[866701, 391248, 469890, 10901, 1002986, 508236, 1135185]",0,1521849600
1719641,92442,3,3,8,10,11626,4,"[1233456, 538962, 211708]",[],"[1233456, 538962, 211708]",[],"[573625, 608786, 1233456, 538962, 211708]",[],1,1521072000
2211055,235209,3,3,8,2,17956,3,[],[187791],[],"[171342, 220969, 199168, 247009, 1046864, 187791]",[],"[961036, 171342, 220969, 199168, 247009, 1046864, 187791]",0,1510790400
1528110,55498,4,3,8,2,11626,5,[],[208915],[100030],"[203279, 251590, 208915]",[100030],"[57828, 174923, 247718, 249310, 203279, 251590, 208915]",0,1521158400
525147,250071,4,3,8,2,11626,4,"[186064, 182042, 172825, 241353, 58573, 58572, 163916, 157954, 246405, 254202, 253620, 252922]","[163259, 163788, 162348, 1211585, 176827, 1209008, 783040]","[252307, 252741, 748341, 244608, 252873, 102051, 173709, 253164, 165910, 253400, 912157, 186064, 182042, 172825, 241353, 58573, 58572, 163916, 157954, 246405, 254202, 253620, 252922]","[166437, 1156121, 1201069, 186040, 1258719, 1034773, 153479, 234953, 1302801, 975720, 163259, 163788, 162348, 1211585, 176827, 1209008, 783040]","[243110, 1056326, 179712, 149457, 244025, 110490, 1097256, 158895, 245881, 242654, 773969, 234955, 158286, 248404, 110186, 247847, 167261, 178223, 248704, 249750, 251185, 107413, 247970, 107414, 251672, 105693, 252307, 252741, 748341, 244608, 252873, 102051, 173709, 253164, 165910, 253400, 912157, 186064, 182042, 172825, 241353, 58573, 58572, 163916, 157954, 246405, 254202, 253620, 252922]","[215355, 215362, 244913, 245403, 247358, 215380, 237309, 248967, 248470, 251625, 166437, 1156121, 1201069, 186040, 1258719, 1034773, 153479, 234953, 1302801, 975720, 163259, 163788, 162348, 1211585, 176827, 1209008, 783040]",1,1519344000
118661,216871,4,3,8,10,10626,4,[],[],[],[],[],[],0,1522368000
1841568,245926,5,3,8,10,19156,4,"[235171, 239754, 217156, 140286, 111062, 178606, 238255, 174773]","[162801, 1132856, 235172, 156097, 243758]","[244565, 106477, 113508, 237704, 235171, 239754, 217156, 140286, 111062, 178606, 238255, 174773]","[186798, 245345, 162801, 1132856, 235172, 156097, 243758]","[244565, 106477, 113508, 237704, 235171, 239754, 217156, 140286, 111062, 178606, 238255, 174773]","[186798, 245345, 162801, 1132856, 235172, 156097, 243758]",1,1508544000
576627,16634,6,3,8,5,11626,4,[],[],[],[],[],[],1,1505001600
375437,186745,0,3,8,9,11626,3,[],[],[],[],[],[],0,1511136000
2381174,83079,3,3,8,10,11626,3,[],[],[],[],[],[],0,1505347200
88288,114473,6,3,8,2,17565,4,"[156199, 168409, 161906, 1032581]","[256405, 246622, 233123, 240124, 171056, 244565, 142296, 162150, 152094, 637436, 17132, 101972]","[1335145, 171881, 177119, 155829, 251613, 156199, 168409, 161906, 1032581]","[143336, 118903, 15123, 106205, 62411, 256405, 246622, 233123, 240124, 171056, 244565, 142296, 162150, 152094, 637436, 17132, 101972]","[112604, 177116, 163008, 140866, 179413, 104269, 245682, 245974, 245902, 233961, 247794, 239754, 247345, 140172, 112154, 248577, 147479, 155016, 885032, 249299, 891091, 1335145, 171881, 177119, 155829, 251613, 156199, 168409, 161906, 1032581]","[237389, 167488, 105553, 245740, 215066, 234130, 6720, 174104, 78192, 78245, 78287, 248025, 108175, 962769, 108176, 143336, 118903, 15123, 106205, 62411, 256405, 246622, 233123, 240124, 171056, 244565, 142296, 162150, 152094, 637436, 17132, 101972]",1,1516492800
1717252,59028,1,3,8,2,11626,0,[],[],[],[],[],"[776278, 521392]",0,1515456000
1007599,35524,3,3,8,6,11626,4,[],[],[],[],"[745213, 778961, 358804, 358804, 268857, 512256, 914899, 272820]",[666117],1,1524096000
538438,120488,3,3,8,10,11626,4,"[1282421, 1134550, 51341, 140241, 9507, 9559]","[145152, 40462]","[1127189, 324945, 1300467, 1188569, 1066410, 264633, 336034, 1068699, 1282421, 1134550, 51341, 140241, 9507, 9559]","[145152, 40462]","[1127189, 324945, 1300467, 1188569, 1066410, 264633, 336034, 1068699, 1282421, 1134550, 51341, 140241, 9507, 9559]","[145152, 40462]",1,1506556800
2643722,253546,5,3,8,2,11626,4,[],"[1302874, 634990]",[],"[1302874, 634990]",[],"[1302874, 634990]",0,1515801600
898642,96588,6,3,8,7,11626,4,[],[325251],[],[325251],[],[325251],0,1521936000
2002467,41315,1,3,8,10,20414,4,"[175358, 216554, 118936, 251849, 148834, 118492, 118119, 233908, 252470, 252816]","[118288, 252873]","[248704, 111078, 248948, 113464, 241016, 209608, 235308, 178667, 215029, 240468, 175358, 216554, 118936, 251849, 148834, 118492, 118119, 233908, 252470, 252816]","[235415, 217121, 251885, 244343, 184444, 118288, 252873]","[217148, 178622, 118440, 119023, 243436, 215058, 215028, 9565, 171881, 9346, 8703, 215066, 1000633, 1016742, 721686, 175377, 118491, 236975, 243927, 215027, 245872, 234532, 248125, 8803, 234846, 248003, 236977, 234010, 248704, 111078, 248948, 113464, 241016, 209608, 235308, 178667, 215029, 240468, 175358, 216554, 118936, 251849, 148834, 118492, 118119, 233908, 252470, 252816]","[244125, 41367, 118287, 178550, 235987, 234845, 245459, 136545, 215019, 245240, 136536, 756384, 247040, 108464, 9546, 185935, 245063, 237563, 248214, 136186, 108656, 232429, 249046, 215031, 249299, 235415, 217121, 251885, 244343, 184444, 118288, 252873]",1,1516060800
903599,179448,4,3,8,2,11626,4,[],[],[],[],[],[],0,1503014400
2564491,210879,3,3,8,8,11626,4,[],[],[],[],[],[9125],0,1516233600
2188981,187403,6,3,8,10,11626,3,"[243224, 245345, 244724, 245079]",[],"[243775, 243224, 245345, 244724, 245079]",[],"[243775, 243224, 245345, 244724, 245079]",[],1,1505606400
310407,3646,2,3,8,2,11626,4,[162532],[],[162532],[],[162532],[],0,1502841600
1870569,51347,6,3,8,9,18420,5,[],[],[],[],"[404867, 661715, 940199, 225551, 1303960, 1102133]",[],0,1512259200
959788,205822,4,3,8,8,11626,4,"[6924, 7847]",[20913],"[6924, 7847]",[20913],"[6924, 7847]",[20913],0,1522972800
304744,82603,5,3,8,7,20593,4,[],[],[],[],[],[],0,1505520000
2688979,52266,4,3,8,7,11626,4,[],[],[],[],[903874],[],1,1515715200
2754277,47413,0,3,8,10,11626,4,[],[],[],[],[],[],1,1520812800
1663205,9233,1,3,8,8,11626,5,[9236],[],"[200411, 207003, 9236]",[659132],"[124664, 200411, 207003, 9236]",[659132],1,1518480000
705804,63730,6,3,8,6,11626,4,[],[],[],[],[],[],0,1519516800
2051594,4759,5,3,8,10,11626,4,"[5000, 54747]",[61404],"[168891, 66406, 128939, 2179, 5000, 54747]","[14165, 34635, 61404]","[40295, 82092, 54031, 2634, 44822, 21313, 2443, 168891, 66406, 128939, 2179, 5000, 54747]","[186323, 14165, 34635, 61404]",0,1521849600
483595,120513,1,3,8,7,19576,4,"[115342, 1296171, 450127, 118698, 1318263, 429057]",[1283305],"[115342, 1296171, 450127, 118698, 1318263, 429057]",[1283305],"[894402, 508086, 28613, 1084645, 115342, 1296171, 450127, 118698, 1318263, 429057]",[1283305],1,1523923200
1860281,110901,1,3,8,2,20219,4,[231356],"[217127, 1344494]","[180397, 231356]","[217127, 1344494]","[180397, 231356]","[217127, 1344494]",1,1508198400
814540,5832,6,3,8,7,11626,4,[],[141223],[],[141223],[],[141223],1,1505001600
1220827,74193,6,3,8,9,11626,3,[],[],[],[],[],[],0,1515888000
872570,49136,6,3,8,8,11626,3,[],[],"[866334, 836303]",[],"[1289105, 304764, 1104220, 866334, 836303]","[293792, 1296904, 844087, 1198078]",1,1518307200
1689297,110729,1,3,8,2,20451,3,[],[],[],[],[],[414949],1,1513036800
584757,142565,6,3,8,7,20025,4,[],[],[],[],[],[],0,1504396800
1040270,142601,3,3,8,10,20163,3,[],[30026],[],[30026],[],[30026],1,1503532800
1684488,40968,5,3,8,5,19952,4,[],[],[],[],[],[],1,1506729600
249143,93045,5,3,8,10,18440,4,[],[],[],[],[],[],0,1517011200
586710,145790,1,3,8,10,18436,4,[5040],[],"[38154, 5040]",[],"[38154, 5040]",[],0,1520294400
1570145,160427,2,3,8,2,19935,4,"[217502, 237343, 1331403, 185508, 180334, 205686, 182716, 146457, 248510, 235902, 247725]",[],"[155568, 243747, 170335, 861226, 172993, 103668, 160055, 108464, 170342, 245202, 217502, 237343, 1331403, 185508, 180334, 205686, 182716, 146457, 248510, 235902, 247725]",[],"[161156, 1075148, 1028881, 173107, 170951, 851709, 164105, 160613, 155791, 155568, 243747, 170335, 861226, 172993, 103668, 160055, 108464, 170342, 245202, 217502, 237343, 1331403, 185508, 180334, 205686, 182716, 146457, 248510, 235902, 247725]",[],1,1509494400
2416218,88823,4,3,8,8,11626,4,[],[],[],[],[],[],1,1504224000
1030290,167726,6,3,8,10,20481,3,[],[],[],[],[],[],1,1518307200
1987360,226571,2,3,8,10,11626,5,[],[],[],[],[],[],0,1506470400
2491205,76913,4,3,8,10,11626,3,[],[],[],[],[],[],0,1509062400
