click,purchase,userid,121,122,124,125,126,127,128,129,itemid,domain,207,210,216,508,509,702,853,301,109_14,110_14,127_14,150_14,D109_14,D110_14,D127_14,D150_14,D508,D509,D702,D853,train_tag
0,0,82703,1,8,1,5,0,1,1,0,12534,1,31675,3335,187,12,0,47,0,1,496,1626,714,1,2,2,2,3,3,0,2,0,2
0,0,155078,0,0,0,0,0,0,0,0,12524,2,12890,8015,5060,0,0,0,0,3,5676,105267,53638,4902,1,3,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,12523,5,113966,8791,1865,0,0,475,0,3,157,1018,1591,783,1,2,1,4,0,1,6,0,1
0,0,0,1,5,1,2,0,1,1,2,12516,1,113922,60,0,12,0,0,2461,3,169,6667,428,2062,0,0,1,0,3,0,0,2,2
0,0,178207,1,8,1,5,0,1,1,0,12514,2,113917,5974,76,23,0,0,1916,3,67,6119,1435,39,0,1,1,1,2,0,0,1,0
0,0,160593,0,0,0,0,0,0,0,0,12479,3,101440,2492,47465,64,0,0,755,3,61,412,47,13,2,2,1,4,3,0,0,1,1
0,0,161483,22,8,1,5,1,1,1,2,12474,0,22650,715,52367,117,0,0,146,3,45,60781,12672,1,3,2,1,4,5,0,0,4,0
0,0,142038,15,8,1,5,3,1,1,3,12464,0,71298,8076,0,117,18088,0,418,3,166,1708,218,1,0,0,1,5,5,1,0,2,1
0,0,198153,45,6,1,4,3,1,1,2,12340,1,112637,14155,0,12,118090,0,26378,3,267,19559,7377,1243,0,0,1,2,5,1,0,0,2
1,0,174160,1,5,1,2,0,3,1,0,12330,1,112610,293,51979,12,0,0,49,3,60,16562,880,336,0,0,2,4,5,0,0,0,0
1,0,139275,1,6,1,4,0,2,1,0,12311,1,55154,1500,27779,12,0,0,0,1,169,3452,2181,509,2,0,1,0,3,0,0,0,0
0,0,27443,1,8,1,5,0,1,1,2,12307,0,58993,990,0,117,0,0,142,1,37,750,291,38,0,2,2,4,5,0,0,2,1
0,0,120073,18,8,1,5,3,1,2,2,12306,0,112497,10684,53,117,0,17,0,1,7,4430,1178,54,0,0,1,2,2,0,2,0,0
0,0,140016,0,0,0,0,0,0,0,0,12300,1,29344,6181,15,12,0,0,0,3,496,1202,25860,1654,3,0,2,1,4,0,0,0,2
0,0,209568,1,6,1,4,0,1,1,2,12280,21,10744,8293,6182,766,0,9008,0,1,38,1239,543,84,3,1,1,1,0,0,4,0,0
0,0,134242,58,2,2,2,2,1,1,3,12277,4,75690,1664,0,21,0,0,508,3,264,53550,30741,472,2,2,1,3,3,0,0,0,0
0,0,38449,1,1,1,1,0,1,1,1,12261,1,112287,1550,51843,0,0,0,0,1,1286,2160,1984,54,1,2,1,1,0,0,0,0,0
0,0,3152,0,0,0,0,0,0,0,0,12249,0,8429,715,0,117,0,0,351,1,80,3208,39659,9510,4,2,1,0,4,0,0,2,0
0,0,70307,0,0,0,0,0,0,0,0,12227,2,77557,5649,0,23,0,0,185,3,405,404,899,509,1,0,1,2,3,0,0,2,2
0,0,0,1,5,1,2,0,1,1,2,12226,4,10466,1773,6025,21,30511,29060,459,3,370,1439,221,44,0,0,1,2,2,1,1,2,1
0,0,127310,0,0,0,0,0,0,0,0,12221,29,112072,2937,51744,0,0,0,0,1,36,857,58,486,1,1,1,3,0,0,0,0,1
1,0,144001,13,3,2,1,3,1,1,4,12218,2,24655,8034,13515,23,5004,3693,4282,3,1,10307,3854,6231,5,2,1,1,2,1,1,2,0
0,0,74934,1,8,1,5,0,2,1,0,12218,2,24655,5529,13515,23,0,0,185,3,160,313,101,38,2,0,1,5,3,0,0,4,1
0,0,24009,22,8,1,5,1,1,1,2,12190,0,704,655,443,117,104,113,145,1,405,772,1651,13422,0,2,1,4,5,2,2,3,0
0,0,63795,38,2,2,2,1,3,1,4,12173,29,111734,15979,0,1657,0,0,0,3,136,887,19881,292,0,0,1,2,1,0,0,0,1
0,0,123510,23,6,1,4,1,1,1,3,12164,0,111657,1587,435,117,0,109,2648,1,9,3107,1361,4673,0,0,1,3,6,0,1,4,0
0,0,185358,1,6,1,4,0,3,1,2,12136,4,111514,4275,12736,21,0,0,507,1,4,10827,1429,1392,2,0,1,2,2,0,0,3,0
0,0,89291,10,6,1,4,1,1,1,1,12134,0,104971,25668,435,117,0,0,162,1,77,67994,1359,1,1,2,1,2,3,0,0,1,2
0,0,162756,28,6,1,4,3,1,1,4,12074,0,110929,2604,53,117,0,17,0,3,38,404,770,21,0,2,1,5,3,0,5,0,0
0,0,0,22,8,1,5,3,1,1,2,12050,0,110775,706,0,117,0,0,0,1,81,0,2213,346,1,0,1,3,1,0,0,0,2
0,0,5362,1,1,1,1,0,1,1,0,11998,9,106919,47798,49748,139,31953,19060,17584,1,61,4619,1791,156,0,0,1,1,4,2,2,2,0
0,0,0,19,3,2,1,1,1,1,2,11990,9,110397,18253,27626,0,0,0,0,3,0,94348,339,1777,0,3,1,0,0,0,0,0,2
0,0,176176,1,5,1,2,0,1,1,2,11963,9,110158,22918,51018,0,0,0,0,3,166,3722,4644,44,0,0,1,1,0,0,0,0,1
1,0,206942,54,6,1,4,1,1,1,1,11955,3,110089,14077,13610,64,0,0,0,1,178,8312,764,54,0,0,1,2,4,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,11955,3,110089,837,13610,64,0,0,0,1,359,10726,26283,11277,0,0,1,0,0,0,0,0,1
0,0,13351,1,8,1,5,0,1,1,3,11901,0,89060,1313,0,117,0,0,417,3,1081,6479,27,38,0,1,3,4,5,0,0,2,1
0,0,81068,1,6,1,4,0,1,1,3,11894,0,48657,1587,24820,117,13782,9073,331,1,10,2103,5448,44,2,0,1,2,5,1,1,4,0
0,0,65798,12,7,2,4,3,1,1,3,11869,0,69698,1588,0,117,0,0,2648,3,750,23900,16,880,0,1,2,0,6,0,0,3,1
0,0,85823,1,6,1,4,0,1,1,4,11841,0,5899,12199,27293,117,7381,8492,4070,1,157,3012,2021,2573,0,4,1,1,6,4,4,4,0
0,0,0,1,1,1,1,0,1,1,2,11826,5,94075,1341,0,25,0,0,1094,3,48,1419,13131,96,4,0,3,1,3,0,0,4,2
0,0,174657,0,0,0,0,0,0,0,0,11823,3,72449,9844,35443,64,0,0,981,3,139,3407,3187,351,0,0,1,0,1,0,0,0,2
0,0,99980,1,8,1,5,0,1,1,0,11779,0,12789,715,0,117,2395,0,157,1,546,43794,159,39,6,0,1,1,5,6,0,3,1
0,0,183398,1,7,2,4,3,3,1,0,11732,3,108341,3385,214,64,0,447,0,1,471,1850,47,28,1,0,1,1,3,0,3,0,2
0,0,158685,20,9,2,5,1,1,1,2,11711,25,37679,6941,472,756,0,126,2210,3,45,984,151,351,4,0,1,3,2,0,2,0,0
1,0,56195,1,5,1,2,0,1,1,4,11698,1,16908,1028,9576,12,0,0,18,3,582,2000,336,44,1,0,1,2,2,0,0,1,2
0,0,10559,1,5,1,2,0,1,1,4,11675,2,21969,1519,565,23,6156,169,185,3,1,3823,1097,430,4,3,1,1,4,1,3,5,1
0,0,0,1,3,2,1,0,2,1,2,11662,19,107616,25627,50017,1671,0,0,10888,3,54,0,65,778,0,0,1,0,1,0,0,1,1
0,0,83799,1,5,1,2,0,1,1,4,11633,1,100506,969,47071,12,28230,17098,0,3,66,31,208,346,0,1,1,3,4,2,2,0,0
0,0,0,1,6,1,4,0,1,1,2,11598,1,21716,30,0,12,0,0,0,3,264,3201,899,1620,0,1,2,3,4,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,11591,1,80175,124,8732,12,54877,28821,3246,3,43,832,17147,23,2,2,1,0,4,2,3,3,1
0,0,100505,10,6,1,4,1,1,1,1,11579,0,107134,1507,0,117,30754,0,932,1,193,404,15549,378,0,2,1,2,2,1,0,1,1
0,0,85310,0,0,0,0,0,0,0,0,11571,11,19823,13353,0,318,48584,0,0,1,1495,404,5,1944,0,2,1,4,1,1,0,0,2
0,0,127575,18,8,1,5,3,1,2,4,11569,0,2708,706,0,117,967,0,331,3,93,404,633,1,2,2,2,5,5,2,0,3,0
0,0,81040,11,6,1,4,1,1,1,2,11536,5,12892,6872,0,25,0,0,160,1,21,5967,693,1,3,0,2,1,3,0,0,3,0
0,0,1587,1,1,1,1,0,1,1,1,11530,12,8634,1536,5076,259,77300,40474,11906,1,169,5840,1480,5870,0,0,1,0,4,0,0,1,1
0,0,0,48,4,1,3,3,1,1,2,11519,18,106529,2095,49580,0,0,0,0,1,3253,0,11603,0,1,1,2,0,0,0,0,0,2
0,0,65713,1,6,1,4,0,1,1,4,11510,0,106488,1530,49566,117,0,0,7934,3,85,6441,1789,467,0,0,1,3,4,0,0,2,0
0,0,0,1,5,1,2,0,2,1,0,11505,3,19160,2543,10744,0,0,0,0,3,657,0,0,5810,1,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,11505,3,19160,3068,10744,64,0,0,981,3,45,8593,3453,176,3,0,1,1,3,0,0,2,1
0,0,176340,1,10,2,6,0,1,1,0,11487,14,93634,2453,1867,154,0,478,0,1,42,20257,416,8147,4,0,2,3,2,0,2,0,2
0,0,0,30,5,1,2,3,1,1,4,11472,0,11184,655,6418,0,0,0,0,3,805,0,5824,75,0,0,1,1,0,0,0,0,2
0,0,174340,0,0,0,0,0,0,0,0,11470,6,106254,17111,896,221,0,0,0,3,1,64003,36568,176,4,0,1,1,2,0,0,0,0
0,0,172207,58,2,2,2,1,1,1,3,11455,1,106102,1028,15,12,0,923,261,3,980,719,56,39,0,0,1,2,3,0,3,1,0
0,0,36992,56,1,1,1,2,1,1,2,11422,4,33613,116,0,0,0,0,0,1,180,19808,2036,43,1,1,1,3,0,0,0,0,1
0,0,0,1,1,1,1,0,2,1,0,11419,2,34067,6757,13227,0,0,0,0,1,364,4572,16348,38,1,2,1,1,0,0,0,0,2
0,0,0,1,6,1,4,0,1,1,2,11383,1,105458,60,187,12,0,0,0,3,93,2248,241,143,4,3,2,3,2,0,0,0,1
0,0,5047,1,1,1,1,0,1,1,4,11368,28,105354,3909,0,0,0,0,0,1,60,1824,3567,1516,3,0,1,0,0,0,0,0,0
0,0,148429,1,1,1,1,0,2,1,3,11357,2,76949,2933,575,23,0,0,0,3,84,1,5370,432,0,0,1,2,2,0,0,0,0
0,0,0,44,5,1,2,1,1,1,2,11324,5,10377,1871,0,25,1907,0,606,3,614,0,0,595,3,0,5,2,4,1,0,4,1
0,0,0,14,2,2,2,1,1,1,2,11290,3,104654,2492,2657,64,0,2305,1061,3,198,19805,55,737,1,0,1,1,2,0,1,1,2
0,0,74728,1,2,2,2,0,2,1,3,11282,3,104555,9717,48741,64,0,0,1057,3,45,990,112,330,1,0,1,0,2,0,0,2,1
0,0,0,1,2,2,2,1,2,1,0,11272,3,104487,49724,48709,64,0,0,461,1,271,57582,14776,187,1,0,1,0,1,0,0,1,2
0,0,167986,1,8,1,5,0,3,1,0,11261,1,6209,22521,48678,12,0,0,2071,3,980,404,291,891,0,0,1,2,2,0,0,0,0
0,0,0,1,5,1,2,0,1,1,2,11218,11,104082,21924,23847,0,0,7199,0,1,60,9205,4332,1062,2,0,2,0,0,0,2,0,2
0,0,193841,51,7,2,4,3,1,1,2,11207,3,103999,3033,48519,64,0,0,461,1,2,24653,6062,537,0,0,1,3,2,0,0,1,2
0,0,191923,1,8,1,5,0,1,1,0,11204,2,11689,6757,0,23,0,0,2506,3,16,230,17,1,1,1,1,3,4,0,0,3,0
0,0,0,5,5,1,2,3,1,1,2,11201,2,38548,2908,0,23,0,0,185,3,4,751,298,1037,2,0,3,1,0,0,0,0,1
0,0,63931,1,1,1,1,0,1,1,2,11194,1,84183,290,0,12,0,0,59,3,143,33816,0,24127,1,3,3,2,3,0,0,3,2
0,0,88612,1,5,1,2,0,1,1,0,11188,2,103885,59052,11954,23,0,0,3563,3,16,1340,510,576,3,0,2,1,3,0,0,2,1
0,0,130067,1,1,1,1,0,1,1,4,11174,0,2207,10185,0,117,0,0,3232,3,60,4319,18,38,1,2,1,2,4,0,0,1,2
0,0,50923,1,6,1,4,0,1,1,3,11158,1,103713,1972,28411,0,0,32642,0,1,38,3373,779,1,1,2,1,5,0,0,2,0,2
0,0,45958,1,5,1,2,0,1,1,3,11129,1,103531,6173,0,12,0,0,0,3,184,0,20103,2202,3,0,1,5,1,0,0,0,2
0,0,32565,1,6,1,4,2,1,1,0,11129,1,103531,60,0,0,0,0,0,3,81,16346,5521,2383,2,0,1,0,0,0,0,0,0
0,0,0,11,6,1,4,1,1,1,2,11118,0,103436,1530,48310,117,0,0,351,1,60,7704,29,217,5,3,1,1,2,0,0,2,2
0,0,93066,1,6,1,4,0,1,1,3,11100,0,81479,1313,0,117,0,0,0,3,26,626,1097,10195,0,1,1,4,3,0,0,0,1
0,0,202720,1,5,1,2,0,1,1,4,11097,0,4442,1588,2680,117,815,679,162,3,4282,13864,2243,20402,0,1,2,5,4,1,1,0,0
0,0,64254,1,1,1,1,0,2,1,2,11089,0,16904,706,9573,117,0,0,331,3,130,202,4415,10447,3,0,1,3,4,0,0,2,0
0,0,190152,28,6,1,4,3,1,1,3,11075,1,102969,14757,30663,12,0,0,0,3,7,4721,211,407,2,1,1,1,2,0,0,0,2
0,0,4693,1,6,1,4,0,1,1,2,11072,0,51089,46601,0,117,0,0,3232,1,203,4464,2743,686,5,1,1,1,1,0,0,0,0
0,0,172582,1,5,1,2,0,1,1,2,11067,5,102890,7141,0,0,0,0,0,2,292,1126,1522,622,0,0,1,1,0,0,0,0,0
0,0,93998,1,6,1,4,1,2,1,0,11020,1,102321,1550,29333,12,0,0,0,3,2416,197,354,2157,3,0,1,1,1,0,0,0,0
0,0,180536,22,8,1,5,3,1,1,2,11017,0,102312,715,51,117,0,16,146,3,380,1226,271,176,1,1,1,2,3,0,4,1,0
0,0,5634,1,8,1,5,0,1,1,2,11015,1,1707,7427,1070,0,921,774,0,3,270,6240,899,1579,2,0,1,1,0,1,1,0,0
0,0,116339,1,6,1,4,0,1,1,4,10984,0,14102,1313,53,117,14566,17,351,1,30,944,294,38,2,1,1,4,6,1,4,4,2
0,0,0,0,0,0,0,0,0,0,0,10983,27,102158,17046,47785,0,0,0,0,3,403,0,7119,0,4,0,1,2,0,0,0,0,1
0,0,186264,1,3,2,1,1,1,1,0,10956,4,101953,191,0,21,0,0,348,1,81,7181,6,708,4,0,1,3,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,10918,5,101589,1341,0,25,0,0,179,3,278,1625,3855,6,0,0,1,1,1,0,0,1,1
0,0,35336,1,2,2,2,0,1,1,2,10915,0,22750,1087,12596,117,4615,3434,14593,1,124,2990,5,31,3,2,1,5,4,2,2,0,0
0,0,54016,1,1,1,1,0,1,1,2,10906,0,24722,716,53,117,5028,17,1764,1,93,230,2607,43,1,2,1,5,5,0,4,3,0
0,0,114160,33,2,2,2,1,1,1,1,10885,11,101381,5647,47431,0,0,0,0,3,133,47942,28040,5380,0,0,1,0,0,0,0,0,0
0,0,0,1,6,1,4,0,1,1,2,10878,0,101338,681,0,117,28548,0,157,1,37,394,5,1,0,2,1,3,5,2,0,3,1
0,0,0,1,1,1,1,3,3,1,0,10871,0,101301,1313,0,117,97050,0,0,3,93,438,373,44,0,0,3,1,3,0,0,0,2
0,0,158657,6,1,1,1,1,1,1,4,10855,1,101251,6522,47378,12,0,0,18,3,45,162,33573,44,0,1,1,0,3,0,0,2,0
0,0,2056,4,4,1,3,1,2,1,3,10850,1,32756,297,17438,12,0,0,0,3,510,2218,1227,173,3,1,1,4,3,0,0,0,0
0,0,0,1,6,1,4,0,2,1,0,10850,1,32756,60,17438,12,31950,19057,56,1,38,905,29,48,1,0,4,1,4,0,0,1,1
0,0,47692,10,6,1,4,1,1,1,1,10798,2,9325,1519,51,23,1701,16,1760,3,231,44172,744,1220,0,1,1,0,4,0,1,5,2
0,0,0,0,0,0,0,0,0,0,0,10744,2,100671,2908,565,23,0,0,185,3,164,83116,2547,54,1,0,1,0,1,0,0,2,2
0,0,76248,0,0,0,0,0,0,0,0,10741,2,34320,6428,18218,23,21578,13523,1027,3,278,2009,8505,21,0,0,1,1,3,1,1,1,0
0,0,54562,1,1,1,1,0,1,1,2,10738,2,34066,11073,47130,23,0,0,0,1,66,9850,14542,38,0,0,1,4,1,0,0,0,0
0,0,28562,1,5,1,2,0,1,1,3,10727,9,100588,11434,0,139,0,0,0,3,176,18020,1817,94,1,2,1,4,1,0,0,0,0
0,0,119448,11,6,1,4,1,1,1,2,10712,2,32715,1519,0,23,7577,0,1018,1,37,3754,1371,44,1,0,1,4,2,0,0,2,2
0,0,10340,1,6,1,4,0,1,1,0,10711,2,100511,11053,0,23,28232,0,2506,3,7,709,1361,44,2,0,4,5,5,1,0,4,2
0,0,89573,1,5,1,2,0,1,1,3,10706,1,100506,290,47071,12,0,0,53,1,2232,40422,2213,25,2,0,1,6,5,0,0,2,0
1,0,90123,1,1,1,1,0,1,1,2,10696,0,100460,1530,34,0,0,11,0,1,134,16622,218,217,0,0,1,0,0,0,1,0,2
0,0,88222,1,6,1,4,0,1,1,4,10691,2,34719,758,18409,23,18900,12072,1027,1,61,1651,2253,31,0,0,1,1,5,3,3,1,2
0,0,206317,22,8,1,5,2,1,1,2,10690,0,58401,716,51,117,0,16,0,1,30,12130,82,28,1,0,2,5,3,0,2,0,1
0,0,59282,1,3,2,1,3,3,1,0,10689,0,100392,1313,0,117,0,0,0,1,1187,3367,672,492,0,0,1,1,2,0,0,0,0
0,0,188349,1,1,1,1,0,1,1,2,10688,5,8094,9966,4772,25,0,0,0,1,215,101212,5371,12258,7,0,2,6,3,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,10683,0,52855,5225,0,117,0,0,0,1,60,3986,2241,237,6,0,1,3,1,0,0,0,1
0,0,0,22,8,1,5,1,1,1,1,10628,3,66394,494,1987,64,0,504,0,1,204,1275,748,38,3,3,3,4,2,0,3,0,2
0,0,30691,0,0,0,0,0,0,0,0,10606,3,99764,527,41,64,0,13,0,3,37,59,752,31,0,2,1,4,2,0,2,0,0
0,0,200248,1,1,1,1,0,1,1,0,10578,2,43949,42136,22763,23,9992,6800,185,1,105,57327,308,44,0,0,2,1,5,1,1,3,0
0,0,208167,17,11,1,6,3,1,1,4,10570,5,82086,27355,0,25,0,0,0,3,28,1715,291,38,0,2,5,3,1,0,0,0,0
0,0,181792,1,11,1,6,0,3,1,0,10545,6,18828,4434,10569,0,0,0,0,3,1740,49556,32,1474,0,0,1,0,0,0,0,0,2
0,0,35380,22,8,1,5,1,1,1,2,10524,7,99092,10371,46506,924,0,0,7974,1,1495,3722,283,346,1,0,1,1,3,0,0,2,2
0,0,110967,20,9,2,5,1,1,1,2,10491,1,98730,293,0,0,0,0,0,3,0,0,0,3273,0,0,0,2,0,0,0,0,0
0,0,125518,45,6,1,4,3,1,1,2,10466,2,69218,8015,0,23,0,0,0,3,98,21741,294,207,1,2,2,3,4,0,0,0,0
0,0,18912,1,11,1,6,0,1,1,0,10464,2,28907,8042,0,23,0,0,0,3,688,31,82,54,0,3,1,3,1,0,0,0,2
0,0,92873,1,5,1,2,0,2,1,2,10462,2,50947,2908,25882,23,11937,7988,19908,3,4084,41511,11747,9564,0,5,2,4,3,2,2,1,0
0,0,197814,1,11,1,6,0,1,2,2,10444,0,48930,26835,0,117,16721,0,0,1,84,2103,218,39,3,3,3,2,3,0,0,0,0
0,0,167548,1,1,1,1,0,1,1,2,10438,0,98386,655,48,117,91959,15,331,1,682,19941,0,1116,0,3,1,0,5,4,1,3,2
1,0,96724,11,6,1,4,1,1,1,2,10398,1,30691,297,16425,12,27906,16932,61,1,21,944,2414,38,1,2,2,4,4,1,1,0,0
0,0,29519,0,0,0,0,0,0,0,0,10391,6,97861,27826,20667,221,0,0,0,3,53,5410,178,31,3,1,1,5,3,0,0,0,0
0,0,129125,1,11,1,6,0,1,1,0,10368,5,12892,6872,0,25,2423,0,1166,1,98,11814,11221,107,0,0,1,0,4,2,0,4,0
0,0,37085,1,6,1,4,0,1,1,2,10360,0,97720,706,51,117,0,16,157,1,93,404,153,4479,2,0,1,2,4,0,3,3,1
0,0,4257,26,2,2,2,3,1,1,3,10354,0,218,12199,23783,117,3154,8588,142,1,157,342,2316,4735,2,0,1,1,4,4,3,0,1
0,0,0,54,6,1,4,2,1,1,2,10352,1,50747,6426,30204,12,11864,9714,0,1,61,13698,2403,317,0,0,3,1,1,1,1,0,2
0,0,196849,1,3,2,1,0,2,1,3,10351,4,97583,164,45854,0,0,0,0,3,20,88821,13569,377,0,0,1,0,0,0,0,0,0
0,0,27334,0,0,0,0,0,0,0,0,10351,4,97583,191,45854,21,0,0,1313,1,46,32765,465,80,4,0,2,3,2,0,0,2,2
1,0,0,15,8,1,5,3,1,1,3,10350,0,97561,1588,45839,117,0,0,619,3,398,1340,6,38,0,1,1,3,3,0,0,2,1
0,0,0,1,3,2,1,0,1,1,4,10350,0,97561,1513,45839,117,0,0,411,3,403,12787,4218,38,2,1,1,1,3,0,0,0,1
0,0,113699,1,6,1,4,0,1,1,2,10349,24,97557,48066,0,0,0,0,0,3,21,469,2412,237,1,3,1,1,0,0,0,0,0
0,0,81608,0,0,0,0,0,0,0,0,10349,24,97557,49115,0,834,0,0,0,1,29,16163,4500,54,1,0,1,4,0,0,0,0,0
0,0,0,1,11,1,6,0,1,1,0,10346,0,46011,706,0,117,10525,0,142,1,2,904,218,38,0,0,1,3,6,4,0,5,2
0,0,90486,1,11,1,6,0,2,1,4,10336,1,12789,14757,0,12,2395,0,0,3,84,1722,535,1,1,4,1,4,3,7,0,0,0
0,0,144318,1,1,1,1,0,1,1,3,10311,15,97304,22743,45746,0,0,0,0,1,392,5854,1591,25,0,0,1,2,0,0,0,0,0
0,0,153347,1,11,1,6,0,1,1,4,10300,2,5540,2908,0,23,0,0,2506,3,4111,404,8217,24,1,0,1,2,4,0,0,4,1
0,0,119320,1,8,1,5,0,1,1,0,10300,2,5540,1519,0,23,9343,0,2506,3,93,328,549,24,1,2,1,2,4,1,0,3,0
0,0,170897,1,1,1,1,0,1,1,0,10285,0,97080,710,45673,117,0,0,0,1,176,5131,271,5713,3,0,3,0,1,0,0,0,1
0,0,78555,0,0,0,0,0,0,0,0,10281,0,97061,1087,0,117,0,0,438,3,39,475,6495,716,2,1,5,6,4,0,0,1,2
0,0,118231,1,6,1,4,1,1,2,0,10266,6,96992,57256,37293,221,0,0,4289,3,49,1464,104,1548,4,0,3,3,3,0,0,2,0
0,0,126632,22,8,1,5,3,1,1,2,10264,6,96987,32456,48,221,0,15,0,3,34,1394,308,83,1,2,1,0,3,1,0,0,1
0,0,130427,57,6,1,4,3,1,1,1,10258,1,4709,1430,2839,12,1408,1144,6,1,7,518,27,14,2,1,2,2,4,1,1,4,2
0,0,8919,15,8,1,5,2,1,1,3,10257,4,96883,50098,853,21,0,0,0,1,423,3266,1918,84,2,4,1,0,2,0,0,0,1
0,0,85239,27,8,1,5,3,2,1,0,10240,0,96847,655,45575,0,0,0,0,1,3962,39036,23605,10777,2,1,2,0,0,0,0,0,0
0,0,97198,8,1,1,1,1,1,1,2,10238,7,96834,17873,45570,0,0,0,0,1,38,162,1755,54,1,0,1,3,0,0,0,0,0
0,0,188719,1,6,1,4,0,1,1,4,10233,7,50481,1253,25670,924,0,0,0,3,85,7183,714,12237,5,0,1,4,3,0,0,0,0
1,0,186729,1,8,1,5,0,1,1,3,10229,0,63416,1589,4064,117,0,0,142,3,3974,82388,7449,1258,0,0,1,1,4,0,0,1,1
0,0,21911,1,8,1,5,0,1,1,1,10218,0,720,716,53,117,0,17,162,1,44,14693,47507,31,0,2,1,3,3,0,1,2,0
0,0,194881,1,8,1,5,0,1,1,3,10178,0,96422,3330,53,117,0,0,148,1,3,69002,384,38,2,0,1,3,3,0,0,1,0
0,0,71434,1,1,1,1,0,1,1,2,10129,15,95932,23154,6784,0,0,0,0,3,60,162,1152,36,1,1,1,4,0,0,0,0,0
0,0,200754,1,11,1,6,0,1,1,0,10128,0,6784,1589,0,117,5229,0,162,1,267,480,42308,5070,0,0,1,0,7,4,0,5,0
0,0,0,19,3,2,1,1,1,1,2,10122,3,62177,527,30823,64,0,0,0,1,43,622,4172,80,1,2,4,3,1,0,0,0,1
0,0,12775,1,1,1,1,0,1,1,2,10100,1,61435,296,30492,12,0,0,0,3,123,1174,20750,43,1,0,1,4,1,0,0,0,0
0,0,77948,1,1,1,1,0,1,1,3,10080,0,82781,682,53,117,70514,17,331,3,3,75119,899,1510,0,0,1,3,3,0,1,1,1
0,0,72567,1,3,2,1,1,1,1,0,10072,25,2091,42168,4442,0,0,0,0,3,440,8834,2157,492,1,3,1,3,0,0,0,0,0
0,0,102228,1,6,1,4,0,1,1,0,10071,1,45144,13361,167,12,0,0,53,1,5,6549,951,319,0,1,1,2,4,0,0,1,2
0,0,22,13,3,2,1,3,1,1,4,10009,0,94940,1588,44801,117,30132,18052,168,3,60,475,39,38,1,0,1,6,6,1,1,3,2
1,0,0,1,2,2,2,0,3,1,0,9989,1,94791,60,44736,12,0,0,0,3,48,0,13638,346,4,0,1,1,1,0,0,0,1
0,0,159844,7,7,2,4,1,1,1,2,9958,3,94516,3031,10341,64,0,2783,1061,3,43,178,4270,2491,1,0,1,1,2,0,0,1,1
0,0,45037,1,6,1,4,0,1,1,2,9947,1,50478,297,25668,12,0,0,2461,1,26,4633,528,3625,0,0,1,1,4,0,0,1,1
0,0,29825,1,9,2,5,0,1,1,0,9943,3,94458,339,214,64,0,447,0,3,157,18585,207,527,0,1,1,1,2,0,1,0,0
0,0,99091,7,7,2,4,1,1,1,2,9936,0,8324,706,4886,117,0,0,331,3,37,9840,776,906,2,2,2,0,5,0,0,2,0
0,0,18357,23,6,1,4,1,1,1,3,9925,1,113,30,34,12,0,11,2461,1,379,12846,8860,5437,1,2,1,4,4,0,2,1,0
0,0,0,0,0,0,0,0,0,0,0,9912,8,94297,12561,63,98,0,19,2468,1,2516,0,10260,410,0,0,2,1,1,0,1,1,2
0,0,66674,1,1,1,1,0,1,1,2,9909,8,63336,540,31351,98,0,0,3870,3,725,17970,1063,21,1,1,1,0,2,0,0,1,0
0,0,55856,1,1,1,1,0,1,1,1,9895,0,12488,13163,7135,117,2332,1838,145,1,53,372,477,279,0,0,1,2,5,3,3,4,0
0,0,100549,1,5,1,2,0,1,1,2,9871,0,10112,3330,0,117,0,0,417,1,641,600,49161,325,0,0,1,2,3,0,0,3,0
0,0,78548,0,0,0,0,0,0,0,0,9868,2,32072,1016,0,23,0,0,185,3,137,25478,34134,2533,1,0,1,5,4,0,0,4,2
0,0,111170,15,8,1,5,1,1,1,3,9846,2,46024,41465,23609,23,0,0,1027,1,936,6440,1167,1,0,0,1,5,5,0,0,3,0
0,0,40471,47,5,1,2,1,1,1,4,9842,5,82132,6872,0,25,0,0,0,3,9,2470,13062,101,1,1,1,5,0,0,0,0,1
0,0,61086,1,3,2,1,0,1,1,2,9812,0,93579,660,44267,117,0,0,0,3,1056,3795,1698,39,1,0,2,0,2,0,0,0,1
0,0,73058,1,8,1,5,0,1,1,0,9808,5,93428,6885,0,0,0,0,0,3,93,162,654,38,2,3,1,5,0,0,0,0,0
0,0,0,47,5,1,2,1,1,1,4,9806,4,6284,4235,3729,21,57047,31099,348,1,43,0,2214,80,2,2,1,2,3,3,3,1,1
0,0,0,61,7,2,4,3,2,1,3,9803,4,37847,1668,0,21,0,0,1672,3,1015,2226,0,2739,0,1,4,4,4,0,0,3,1
0,0,0,1,6,1,4,0,1,1,4,9793,1,78362,1028,44122,12,0,0,3246,1,203,359,788,246,2,0,1,2,4,0,0,5,2
0,0,0,1,6,1,4,0,1,1,3,9791,1,93227,1028,15,12,0,923,261,3,54,12011,35642,410,1,1,1,1,3,0,0,2,2
