click,purchase,userid,121,122,124,125,126,127,128,129,itemid,domain,207,210,216,508,509,702,853,301,109_14,110_14,127_14,150_14,D109_14,D110_14,D127_14,D150_14,D508,D509,D702,D853,train_tag,is_augmented
0,0,143547,62,5,1,2,1,3,1,0,4857,0,14045,655,8021,117,0,0,331,3,38,404,1209,38,0,0,1,0,3,0,0,0,0,FALSE
0,0,62542,1,6,1,4,0,1,1,0,4844,0,48080,655,24556,117,0,0,0,3,29,10954,211,246,3,1,1,0,4,0,0,0,0,FALSE
0,0,149049,1,8,1,5,0,1,1,3,4843,0,48078,706,0,117,30971,0,142,3,55,12188,4485,1,1,0,1,0,4,3,0,3,0,FALSE
0,0,99321,28,6,1,4,3,1,1,4,4799,0,47635,1530,53,117,0,17,148,1,992,11772,559,785,3,0,1,0,2,0,3,1,1,FALSE
0,0,0,21,3,2,1,1,1,1,3,4799,0,47635,1530,53,117,0,17,556,1,9,12105,323,1104,0,4,1,4,5,0,1,4,2,FALSE
0,0,71729,0,0,0,0,0,0,0,0,4791,0,13218,710,7550,117,0,0,145,3,38,35,1271,747,0,0,4,3,3,0,0,2,0,FALSE
0,0,177441,1,5,1,2,0,2,1,0,4786,0,11558,1311,6611,117,0,0,142,1,34,18,52,21,2,0,1,3,3,0,0,2,1,FALSE
0,0,21866,44,5,1,2,1,1,1,2,4785,0,28819,1589,15524,117,0,0,331,3,78,74200,14594,248,6,0,1,1,5,0,0,2,1,FALSE
0,0,197867,1,6,1,4,0,1,1,2,4780,0,47510,1658,24304,117,0,0,351,3,93,1,2932,38,0,0,3,5,6,0,0,5,0,FALSE
0,0,0,1,9,2,5,0,1,1,0,4763,0,12598,682,51,117,0,16,18966,3,1438,5185,6167,165,1,1,1,3,2,0,0,0,2,FALSE
0,0,182174,70,3,2,1,2,1,1,2,4754,0,47317,8689,0,117,10900,0,0,3,121,87683,2896,38,2,2,1,2,3,0,0,0,0,FALSE
0,0,204920,1,6,1,4,0,1,1,2,4732,0,47074,24094,24108,117,0,0,7750,1,20,2776,1557,716,3,2,1,1,4,0,0,1,1,FALSE
0,0,108313,1,11,1,6,0,1,1,0,4731,0,44338,706,0,117,0,0,0,3,7,453,5904,378,3,0,1,1,2,0,0,0,0,FALSE
0,0,149015,5,5,1,2,3,1,1,2,4729,0,684,25459,0,117,17406,0,0,1,55,2324,159,1,0,2,1,4,4,3,0,0,2,FALSE
0,0,0,1,1,1,1,0,1,1,2,4659,0,26537,12199,23616,117,5419,15242,0,1,488,2145,10911,1,0,3,1,1,1,0,0,0,2,FALSE
0,0,61031,1,2,2,2,0,1,1,0,4651,0,6784,1513,4014,117,5229,3824,795,3,98,31080,9416,634,0,0,1,5,4,2,2,2,0,FALSE
0,0,29707,22,8,1,5,1,1,1,2,4651,0,6784,1589,4014,117,0,0,795,3,740,1418,290,31,0,1,1,3,5,0,0,3,1,FALSE
0,0,210377,1,6,1,4,0,1,1,0,4632,0,12607,1311,0,117,10491,0,331,1,38,1064,261,44,3,2,1,1,4,0,0,4,0,FALSE
0,0,89183,1,6,1,4,0,1,1,2,4632,0,12607,1530,0,117,0,0,145,1,20,48720,0,805,2,1,1,1,6,0,0,4,2,FALSE
0,0,175590,11,6,1,4,1,1,1,2,4630,0,45833,1313,51,117,82808,16,331,1,28,24930,2213,1444,0,0,2,0,5,1,2,3,1,FALSE
0,0,138144,8,1,1,1,1,1,1,2,4630,0,45833,689,51,117,82808,16,331,1,1593,84211,2618,922,4,0,1,1,5,1,3,2,0,FALSE
0,0,84129,0,0,0,0,0,0,0,0,4629,0,45831,2604,53,117,10490,17,146,3,203,162,644,36,1,0,2,0,4,0,2,3,2,FALSE
1,0,0,1,8,1,5,0,1,1,3,4629,0,45831,1311,53,117,0,17,145,3,193,1806,533,1,0,0,2,0,5,0,3,4,1,FALSE
0,0,40992,6,1,1,1,1,1,1,4,4590,0,7872,655,13553,117,0,0,556,3,4,298,11198,31,4,0,1,2,4,0,0,1,0,FALSE
0,0,1586,23,6,1,4,1,1,1,4,4590,0,7872,655,13553,117,0,0,148,1,53,709,1331,4815,3,0,2,4,6,0,0,4,0,FALSE
0,0,19738,1,8,1,5,0,1,1,0,4589,0,45320,1587,53,117,0,17,0,1,198,2470,1965,415,1,0,3,3,0,0,3,0,0,FALSE
0,0,195366,1,6,1,4,0,1,1,0,4583,0,5884,1588,0,117,0,0,438,1,774,5034,2213,38,1,0,3,4,5,0,0,3,0,FALSE
0,0,42848,0,0,0,0,0,0,0,0,4536,0,44960,689,0,117,0,0,351,3,78,24216,13374,71,0,2,1,4,3,0,0,2,0,FALSE
0,0,165847,18,8,1,5,3,1,2,0,4509,0,12590,1587,7191,117,0,0,148,3,327,957,55,14085,3,1,1,0,3,0,0,1,2,FALSE
1,0,46144,30,5,1,2,3,1,1,3,4509,0,12590,31494,7191,0,0,0,0,3,134,1920,68,678,0,0,1,1,0,0,0,0,1,FALSE
0,0,99188,1,6,1,4,0,1,1,0,4501,0,26114,655,0,117,0,0,145,3,100,13087,229,38,2,0,1,3,3,0,0,2,2,FALSE
0,0,73895,0,0,0,0,0,0,0,0,4478,0,1076,706,0,117,204,0,142,3,483,760,4743,36,0,2,1,4,6,5,0,4,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,4478,0,1076,1313,0,117,204,0,0,3,38,794,2061,1546,0,3,1,2,1,4,0,0,2,FALSE
0,0,198259,6,1,1,1,1,1,1,3,4471,0,23352,1589,12907,117,9392,6410,2360,3,2725,944,4372,3418,0,0,1,3,3,2,2,2,0,FALSE
0,0,11733,0,0,0,0,0,0,0,0,4451,0,6784,1589,4014,117,5229,3824,157,3,198,9247,6739,38,0,2,1,6,6,2,2,3,1,FALSE
0,0,193689,8,1,1,1,1,1,1,2,4446,0,44344,1087,0,117,0,0,0,3,280,30,173,0,1,0,1,1,3,0,0,0,1,FALSE
0,0,182594,54,6,1,4,1,1,1,2,4446,0,44344,10185,0,117,0,0,351,1,38,11934,6,1,0,0,1,3,4,0,0,3,1,FALSE
0,0,89178,1,1,1,1,0,2,1,0,4413,0,44015,7865,0,117,0,0,413,3,872,113,992,38,2,2,1,5,5,0,0,4,1,FALSE
0,0,0,1,3,2,1,0,2,1,0,4377,0,1873,23999,1184,117,0,0,0,1,1033,1379,42,9366,0,0,1,2,0,0,0,0,2,FALSE
0,0,108004,1,5,1,2,0,1,1,4,4342,0,43471,2604,0,117,0,0,331,1,105,1064,3407,1,0,0,1,1,5,0,0,3,2,FALSE
0,0,83957,1,6,1,4,0,3,1,0,4342,0,43471,1313,0,117,0,0,619,1,6,162,13041,38,0,1,2,4,4,0,0,3,1,FALSE
0,0,40358,31,9,2,5,3,1,1,3,4318,0,43133,1087,22359,117,0,0,331,3,34,32,261,38,0,2,2,4,4,0,0,3,0,FALSE
0,0,43298,38,2,2,2,1,3,1,0,4310,0,42940,2236,1378,117,14478,449,331,3,725,580,7670,44,2,2,1,2,2,1,1,0,2,FALSE
0,0,34344,0,0,0,0,0,0,0,0,4310,0,42940,708,1378,117,0,0,0,1,45,1279,104,54,2,0,1,3,1,0,0,0,0,FALSE
0,0,132399,44,5,1,2,1,1,1,2,4238,0,12958,1530,7385,117,0,0,0,1,181,3465,1001,292,2,0,2,1,3,0,0,0,0,FALSE
0,0,145169,0,0,0,0,0,0,0,0,4227,0,41872,1894,21029,117,0,0,145,3,98,53522,5088,38,1,0,1,5,6,0,0,3,0,FALSE
0,0,0,1,8,1,5,0,1,1,0,4205,0,41701,2604,21657,117,0,0,168,3,510,24055,21707,38,0,2,1,0,2,0,0,0,1,FALSE
0,0,18324,1,1,1,1,0,1,1,3,4185,0,41441,715,51,117,0,0,0,3,21,1453,428,54,2,0,1,1,3,0,0,0,0,FALSE
0,0,69303,7,7,2,4,1,1,1,2,4172,0,41203,655,0,117,60764,0,0,3,199,70214,42190,5170,2,2,1,3,3,1,0,0,0,FALSE
0,0,25399,1,1,1,1,1,2,1,0,4138,0,41077,706,21367,117,0,0,0,3,144,4193,1361,1055,1,0,2,0,0,0,0,0,1,FALSE
0,0,0,1,1,1,1,0,1,1,4,4077,0,40709,2604,51,117,0,16,162,1,93,518,3997,44,1,0,1,0,2,0,2,1,1,FALSE
0,0,169420,1,6,1,4,0,2,1,4,4066,0,5548,1530,53,117,0,17,1764,3,7,2307,9850,38,1,1,1,0,3,0,0,0,0,FALSE
0,0,118337,1,8,1,5,0,1,1,3,4001,0,26110,655,14233,117,0,0,331,3,54,970,633,1,3,0,1,1,3,0,0,0,2,FALSE
0,0,56204,1,1,1,1,0,1,1,3,3968,0,39926,660,0,117,0,0,157,3,61,77,1851,38,0,0,2,4,5,0,0,4,1,FALSE
0,0,74033,1,6,1,4,3,1,1,0,3955,0,39766,1479,0,117,0,0,572,3,45,6534,173,28,0,0,2,2,5,0,0,2,0,FALSE
1,0,27804,1,1,1,1,0,2,1,2,3949,0,8181,990,4807,117,0,0,157,1,60,17670,744,38,1,0,3,2,4,0,0,1,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,3925,0,39384,655,0,117,0,0,331,3,66,582,510,38,5,0,1,2,3,0,0,1,1,FALSE
0,0,178226,1,1,1,1,0,1,1,4,3923,0,39382,1530,0,117,0,0,145,3,547,20446,803,84,0,0,1,1,3,0,0,3,1,FALSE
0,0,207342,1,7,2,4,1,1,1,0,3921,0,39380,715,0,117,0,0,142,1,267,2905,3641,173,3,0,1,2,3,0,0,1,0,FALSE
0,0,0,1,6,1,4,0,1,1,0,3921,0,39380,1313,0,117,0,0,331,3,61,162,870,38,0,3,1,3,3,0,0,2,1,FALSE
0,0,0,1,6,1,4,0,1,1,4,3916,0,6026,2604,3570,117,0,0,0,1,66,1138,1209,21,1,1,1,3,0,0,0,0,1,FALSE
0,0,203964,1,2,2,2,0,2,1,0,3861,0,1076,655,0,117,204,0,0,1,16,1204,340,1,1,1,1,5,1,4,0,0,2,FALSE
0,0,178948,1,6,1,4,0,1,1,3,3861,0,1076,1530,0,117,0,0,0,1,590,8879,3802,54,3,0,1,2,1,0,0,0,1,FALSE
0,0,72516,1,5,1,2,0,2,1,0,3854,0,38873,655,0,117,0,0,331,3,93,591,173,36,4,0,2,6,7,0,0,6,2,FALSE
0,0,23369,17,11,1,6,1,1,1,4,3842,0,38741,1313,0,117,8607,0,145,1,120,31,2213,38,1,4,1,5,6,3,0,5,2,FALSE
0,0,95195,1,6,1,4,0,1,1,4,3837,0,20741,682,0,117,0,0,619,3,38,3107,303,430,1,0,1,2,3,0,0,3,0,FALSE
0,0,59601,22,8,1,5,3,1,1,2,3822,0,8321,1653,4884,117,0,0,0,3,64,162,6477,407,1,2,1,3,2,0,0,0,0,FALSE
0,0,120722,1,11,1,6,0,1,1,0,3814,0,38478,18725,0,117,0,0,417,3,60,49812,2123,1,0,1,1,1,4,0,0,1,0,FALSE
1,0,111031,1,8,1,5,0,1,2,3,3810,0,38470,716,53,117,0,17,146,3,81,182,5280,106,5,0,1,0,6,0,5,5,0,FALSE
0,0,173769,30,5,1,2,3,1,1,3,3804,0,18578,1313,0,0,0,0,0,3,0,0,0,698,0,0,0,0,0,0,0,0,0,FALSE
1,0,184866,1,6,1,4,0,1,1,2,3754,0,38032,5225,19960,117,0,0,0,3,14,1847,3192,139,0,0,1,2,2,0,0,0,0,FALSE
0,0,0,48,4,1,3,1,1,1,2,3730,0,37898,708,1378,0,0,0,0,3,532,0,104,10322,6,0,1,1,0,0,0,0,2,FALSE
0,0,20106,1,8,1,5,0,1,2,2,3727,0,12595,1313,7193,117,0,0,145,1,81,1239,2005,1333,1,0,1,0,1,0,0,1,0,FALSE
0,0,23328,1,6,1,4,0,1,1,2,3665,0,37424,655,19698,117,0,0,0,1,267,15399,5607,6319,2,0,1,4,4,0,0,0,0,FALSE
0,0,73956,1,2,2,2,0,2,1,0,3635,0,1076,710,0,117,204,0,418,3,201,18713,2660,38,1,2,1,5,6,3,0,4,0,FALSE
0,0,184374,1,1,1,1,0,1,1,2,3628,0,37035,655,19478,117,0,0,0,3,21,19518,1031,217,3,0,1,2,3,0,0,0,0,FALSE
0,0,131414,1,1,1,1,0,2,1,3,3628,0,37035,655,19478,117,0,0,0,3,4,13817,1218,5309,0,0,1,4,2,0,0,0,0,FALSE
0,0,0,1,9,2,5,0,1,1,4,3628,0,37035,655,19478,0,0,0,0,3,38,8515,573,2855,0,0,1,2,0,0,0,0,2,FALSE
0,0,70223,1,11,1,6,0,1,1,0,3618,0,1076,655,0,0,0,0,0,3,669,596,283,2111,3,2,1,0,0,0,0,0,0,FALSE
0,0,0,22,8,1,5,3,1,1,1,3617,0,1076,681,0,117,204,0,0,3,49,1018,2123,39,3,0,2,0,1,2,0,0,2,FALSE
0,0,211087,1,5,1,2,0,1,1,3,3590,0,36460,1547,0,117,0,0,162,1,157,3097,8508,975,1,0,1,0,4,0,0,1,1,FALSE
0,0,31433,67,5,1,2,1,2,1,4,3583,0,20179,655,11235,117,0,0,0,3,232,11612,12764,430,0,0,1,1,3,0,0,0,0,FALSE
0,0,0,1,5,1,2,0,1,1,2,3583,0,20179,1653,11235,0,0,0,0,3,169,1569,6,1540,0,0,1,2,0,0,0,0,1,FALSE
0,0,118726,0,0,0,0,0,0,0,0,3573,0,36282,655,53,117,38412,17,146,1,98,1921,1252,1,2,1,1,3,3,0,3,0,0,FALSE
0,0,0,1,1,1,1,0,1,1,0,3572,0,1381,682,1491,117,269,1711,331,3,94,1019,312,271,3,2,1,0,3,0,0,2,2,FALSE
0,0,207732,1,6,1,4,0,2,1,0,3570,0,5898,660,0,117,0,0,331,1,391,313,37518,38,1,0,1,4,5,0,0,3,0,FALSE
0,0,114408,1,1,1,1,0,1,1,0,3559,0,11689,1313,0,117,0,0,145,1,60,82315,3771,1,0,1,1,5,6,0,0,3,1,FALSE
0,0,13473,0,0,0,0,0,0,0,0,3544,0,1132,648,700,117,395,338,418,3,4,162,7193,348,4,0,3,2,4,2,2,2,0,FALSE
0,0,183137,1,6,1,4,0,1,1,3,3540,0,35988,715,18922,117,0,0,0,3,94,66173,1500,121,0,0,1,1,0,0,0,0,0,FALSE
0,0,156719,11,6,1,4,1,1,1,2,3540,0,35988,689,18922,117,0,0,0,3,61,233,17,43,0,0,1,4,4,0,0,0,0,FALSE
0,0,157025,0,0,0,0,0,0,0,0,3529,0,6065,681,0,117,1055,0,0,3,49,59677,280,1,2,2,1,4,0,0,0,0,0,FALSE
0,0,53891,11,6,1,4,1,1,1,2,3508,0,35775,1589,0,117,0,0,556,3,7,9739,243,292,0,0,1,0,3,0,0,3,0,FALSE
0,0,87491,0,0,0,0,0,0,0,0,3449,0,1381,716,1491,117,0,0,0,1,1,5553,1294,117,1,3,3,3,3,0,0,0,0,FALSE
1,0,109732,1,8,1,5,0,1,2,0,3439,0,35164,2236,0,117,0,0,145,3,465,1064,428,44,1,4,2,1,6,0,0,4,0,FALSE
0,0,9111,56,1,1,1,2,1,1,1,3421,0,35046,3330,0,117,0,0,0,1,93,7567,1005,39,1,2,1,2,0,0,0,0,0,FALSE
0,0,192313,6,1,1,1,1,1,1,3,3387,0,27038,706,7357,117,0,0,142,2,98,88477,940,38,2,0,2,4,4,0,0,2,0,FALSE
0,0,70558,1,6,1,4,0,3,1,0,3385,0,2172,1313,1368,117,431,372,145,3,6,1230,3922,38,2,3,1,1,3,1,1,1,2,FALSE
1,0,83738,1,6,1,4,0,1,1,0,3364,0,34282,682,0,117,0,0,162,1,81,12291,55,1,1,0,1,1,3,0,0,1,1,FALSE
0,0,133643,1,1,1,1,0,3,1,0,3356,0,34235,716,51,117,50588,16,331,1,237,48520,1148,1,0,1,1,3,2,2,2,1,0,FALSE
0,0,84990,15,8,1,5,3,1,1,3,3356,0,34235,655,51,117,0,16,932,1,428,1475,241,6587,0,2,1,3,4,0,1,3,0,FALSE
0,0,112375,46,1,1,1,3,1,1,2,3354,0,34233,681,0,117,0,0,932,3,1210,2000,27,424,0,1,2,1,2,0,0,0,0,FALSE
0,0,68891,1,6,1,4,0,1,1,0,3353,0,9654,1530,5583,117,4056,3057,145,3,60,970,1850,38,2,3,1,4,4,0,0,2,0,FALSE
1,0,0,6,1,1,1,1,1,1,3,3344,0,34171,660,0,117,7413,0,351,3,1371,11608,886,19497,2,0,4,1,4,0,0,2,1,FALSE
0,0,126914,30,5,1,2,3,1,1,3,3269,0,29237,715,0,0,0,0,0,1,231,1329,204,44,0,1,2,1,0,0,0,0,0,FALSE
0,0,53913,1,5,1,2,0,3,1,0,3219,0,32652,1923,17391,117,34275,20186,145,3,34,77,1222,881,0,2,1,5,6,0,0,5,2,FALSE
0,0,81294,1,6,1,4,0,1,1,2,3211,0,32444,1588,17275,117,0,0,148,3,75,38,1001,1937,0,0,1,1,3,0,0,3,0,FALSE
0,0,0,1,1,1,1,0,1,1,3,3211,0,32444,1311,17275,117,0,0,148,3,43,0,95,1,0,0,1,0,1,0,0,1,2,FALSE
0,0,2673,17,11,1,6,3,1,1,1,3198,0,20929,1313,11632,117,0,0,331,3,60,1394,2250,38,1,0,1,3,4,0,0,2,0,FALSE
0,0,104256,65,6,1,4,1,1,1,4,3197,0,32192,1087,414,117,0,0,0,3,7,37689,8810,537,1,2,1,3,1,0,0,0,0,FALSE
0,0,119440,39,1,1,1,3,1,1,4,3171,0,31781,1530,0,117,0,0,556,3,76,32535,173,6357,0,0,1,0,2,0,0,1,0,FALSE
0,0,0,1,8,1,5,0,2,2,0,3168,0,31772,1311,53,117,0,17,0,3,22,234,56,1,0,6,2,6,3,0,6,0,1,FALSE
0,0,74923,1,1,1,1,0,1,1,2,3165,0,3268,1087,0,117,0,0,0,3,359,162,992,727,3,3,2,3,4,0,0,0,0,FALSE
0,0,0,1,5,1,2,0,3,1,0,3165,0,3268,715,0,0,0,0,0,3,1545,0,28870,366,2,0,1,0,0,0,0,0,2,FALSE
0,0,193950,8,1,1,1,1,1,1,2,3139,0,4256,648,0,117,0,0,142,1,61,18445,5359,2325,0,0,3,5,2,0,0,1,0,FALSE
0,0,40823,1,5,1,2,0,2,1,3,3134,0,25760,655,14046,117,0,0,145,1,6,1053,52,1534,1,2,1,1,3,0,0,2,0,FALSE
0,0,100291,23,6,1,4,1,1,1,3,3133,0,31447,655,16786,117,6682,4741,0,1,582,43901,1,44,2,0,1,0,2,0,0,0,0,FALSE
0,0,66237,44,5,1,2,1,1,1,2,3133,0,31447,655,16786,0,0,0,0,3,184,32899,20315,281,3,2,3,1,0,0,0,0,0,FALSE
0,0,89335,1,1,1,1,0,1,1,0,3124,0,31363,1653,0,117,0,0,0,3,66,24656,2342,44,1,0,1,1,1,0,0,0,0,FALSE
0,0,0,1,5,1,2,0,1,1,4,3124,0,31363,1653,0,117,38778,0,619,2,38,465,1001,38,1,1,1,1,3,1,0,1,1,FALSE
0,0,55337,8,1,1,1,1,1,1,2,3121,0,31332,7156,0,117,6657,0,616,1,33,4984,18169,10590,0,1,1,0,0,0,0,1,0,FALSE
0,0,51976,1,7,2,4,0,1,1,0,3063,0,30617,1311,53,117,0,17,148,1,38,1915,5201,38,2,4,1,4,6,0,1,2,2,FALSE
0,0,169369,1,8,1,5,0,1,1,3,3054,0,30471,655,53,117,44283,17,331,3,278,791,27,1,0,0,1,2,5,1,4,4,2,FALSE
0,0,132993,1,2,2,2,0,1,1,4,3036,0,30211,1513,0,117,0,0,0,3,323,27,5876,1,1,0,1,1,2,0,0,0,0,FALSE
0,0,29652,27,8,1,5,3,2,1,0,3003,0,721,706,141,117,10829,1453,1764,3,4,123,477,38,3,2,1,7,7,4,4,6,0,FALSE
1,0,62798,1,1,1,1,0,2,1,4,2991,0,29775,1589,0,117,0,0,795,3,60,1339,101,38,5,3,2,4,4,0,0,2,0,FALSE
0,0,28882,45,6,1,4,3,1,1,2,2990,0,29774,655,0,117,0,0,331,3,78,0,0,3824,2,0,1,1,4,0,0,2,1,FALSE
0,0,90050,1,1,1,1,0,2,1,0,2976,0,13852,706,0,117,0,0,145,1,38,18421,672,54,0,0,1,1,3,0,0,1,0,FALSE
0,0,21866,44,5,1,2,1,1,1,2,2973,0,29613,655,15920,117,24558,15152,331,3,93,746,744,38,1,0,1,3,5,4,4,2,1,FALSE
0,0,2681,1,7,2,4,0,1,1,2,2959,0,29409,1589,0,117,6168,0,795,1,38,12019,1728,454,1,1,3,4,4,0,0,3,0,FALSE
0,0,122205,8,1,1,1,1,1,1,2,2948,0,2642,1522,0,117,0,0,157,1,134,1064,294,44,4,0,1,1,3,0,0,0,0,FALSE
0,0,151508,0,0,0,0,0,0,0,0,2933,0,29242,10185,0,117,0,0,142,1,38,162,9,38,1,4,1,4,6,0,0,4,2,FALSE
0,0,0,0,0,0,0,0,0,0,0,2881,0,28660,1479,15446,0,0,0,0,3,4,74209,6,36,3,3,1,3,0,0,0,0,2,FALSE
0,0,210387,1,6,1,4,0,2,1,2,2853,0,28353,1311,53,117,0,0,932,3,127,11824,0,3586,0,0,1,1,1,0,0,1,2,FALSE
0,0,134739,8,1,1,1,1,1,1,2,2853,0,28353,1311,53,117,0,17,556,1,507,53685,30802,4345,0,0,1,2,3,0,1,1,0,FALSE
0,0,43622,1,6,1,4,0,1,1,4,2841,0,10618,2604,0,117,0,0,2648,3,2,3194,395,38,0,1,1,5,5,0,0,4,1,FALSE
0,0,0,1,6,1,4,0,1,1,0,2786,0,12559,12199,7177,117,2339,0,0,1,146,7191,5867,4515,0,1,5,1,0,0,0,0,1,FALSE
0,0,0,18,8,1,5,1,1,2,2,2786,0,12559,1513,7177,117,0,0,411,1,14,125,1840,31,2,0,1,0,4,0,0,1,2,FALSE
0,0,9411,22,8,1,5,1,1,1,2,2780,0,27810,1589,0,117,0,0,145,1,81,1921,3870,38,3,0,1,1,5,0,0,3,1,FALSE
0,0,32391,1,6,1,4,0,1,1,2,2716,0,27086,1513,51,117,0,16,351,3,421,626,1269,7729,1,0,1,6,6,0,4,4,0,FALSE
0,0,0,19,3,2,1,1,1,1,2,2707,0,27002,681,0,0,0,0,0,3,313,3875,6,14,0,0,3,3,0,0,0,0,1,FALSE
0,0,190831,1,8,1,5,0,1,1,2,2692,0,5868,1587,3493,117,0,0,145,3,137,68022,10646,71,0,0,1,3,4,0,0,3,0,FALSE
0,0,0,52,6,1,4,1,2,1,4,2692,0,5868,1311,3493,117,1035,852,148,1,122,0,5787,264,2,0,1,3,4,1,1,3,1,FALSE
0,0,30304,0,0,0,0,0,0,0,0,2688,0,26687,1530,0,117,17159,0,331,3,193,128,703,44,1,0,1,1,4,1,0,3,2,FALSE
0,0,187369,1,3,2,1,1,2,1,0,2685,0,26682,682,0,117,0,0,0,3,38,23305,16149,483,4,2,3,1,2,0,0,0,0,FALSE
0,0,0,18,8,1,5,1,1,2,2,2661,0,22632,660,12548,117,0,0,148,1,954,1715,104,430,1,0,1,1,4,0,0,2,1,FALSE
0,0,191479,8,1,1,1,1,1,1,2,2645,0,13223,648,7554,117,0,0,795,3,1056,3109,672,38,0,1,1,4,4,0,0,3,2,FALSE
0,0,40358,31,9,2,5,3,1,1,3,2645,0,13223,706,7554,117,7935,5515,795,3,34,32,261,38,0,2,2,4,4,1,1,2,0,FALSE
0,0,64996,17,11,1,6,3,1,1,3,2616,0,26167,655,53,117,0,17,331,3,1,12487,7067,472,3,1,1,2,4,0,3,3,0,FALSE
0,0,0,17,11,1,6,3,1,1,0,2609,0,26128,1530,0,117,0,0,145,3,4,1314,2140,71,0,0,1,5,5,0,0,4,1,FALSE
0,0,146454,1,8,1,5,0,3,1,0,2608,0,26126,1589,14240,117,0,0,438,3,93,14545,283,1,2,1,1,4,3,0,0,2,0,FALSE
0,0,104537,22,8,1,5,3,1,1,2,2590,0,25933,716,53,117,21123,17,619,3,211,249,340,38,0,0,1,2,5,0,3,4,0,FALSE
0,0,0,1,11,1,6,0,2,1,0,2590,0,25933,682,53,117,0,17,146,3,122,9099,27,1,2,0,1,2,4,0,1,3,1,FALSE
0,0,91795,0,0,0,0,0,0,0,0,2583,0,725,25668,0,0,0,0,0,3,164,31824,6949,14061,0,0,1,1,0,0,0,0,0,FALSE
0,0,76834,0,0,0,0,0,0,0,0,2583,0,725,4393,0,117,0,0,145,3,43,719,913,117,3,0,1,3,3,0,0,2,1,FALSE
0,0,0,0,0,0,0,0,0,0,0,2579,0,1076,655,0,117,204,0,0,3,613,51703,1326,7449,1,3,1,3,3,3,0,0,1,FALSE
0,0,81370,1,5,1,2,0,2,1,0,2541,0,25594,990,0,117,0,0,4315,3,203,162,4644,1,3,0,1,4,4,0,0,0,0,FALSE
0,0,0,23,6,1,4,1,1,1,3,2492,0,25224,1923,53,117,0,17,145,1,360,58809,42,506,0,0,3,1,4,0,3,3,2,FALSE
0,0,81139,19,3,2,1,1,1,1,2,2478,0,25018,716,53,0,0,0,0,1,43,27644,155,1429,4,1,1,3,0,0,0,0,0,FALSE
0,0,204084,39,1,1,1,3,1,1,4,2459,0,24747,706,0,0,0,0,0,3,60,1078,1094,44,1,1,2,1,0,0,0,0,0,FALSE
0,0,95031,0,0,0,0,0,0,0,0,2455,0,7872,655,13553,117,10368,0,351,3,223,330,3426,101,0,0,1,4,5,3,0,3,0,FALSE
0,0,63726,0,0,0,0,0,0,0,0,2455,0,7872,1530,13553,117,0,0,145,3,76,17477,19867,94,0,0,1,3,2,0,0,0,0,FALSE
0,0,0,1,6,1,4,0,1,1,1,2455,0,7872,1311,13553,117,0,0,148,3,64,4433,241,38,2,0,1,3,4,0,0,4,1,FALSE
0,0,210057,15,8,1,5,1,1,1,3,2452,0,24718,1587,53,117,0,17,0,1,4,404,406,1,0,2,2,3,2,0,2,0,0,FALSE
0,0,15908,18,8,1,5,3,1,2,2,2444,0,1330,655,53,117,258,17,148,3,9,404,5568,10333,0,0,3,4,5,3,4,4,0,FALSE
0,0,15437,0,0,0,0,0,0,0,0,2426,0,24450,655,0,117,0,0,411,3,164,3672,144,7265,1,0,4,0,3,0,0,0,0,FALSE
0,0,0,22,8,1,5,3,1,1,2,2426,0,24450,706,0,117,0,0,932,1,7,7249,13863,48,1,2,2,0,1,0,0,0,1,FALSE
0,0,28628,1,6,1,4,0,1,1,3,2425,0,24448,681,0,117,0,0,142,3,1,35840,12370,264,3,0,1,6,5,0,0,4,1,FALSE
0,0,0,1,8,1,5,0,1,1,4,2424,0,10777,2852,6197,117,0,0,148,1,379,1569,56,214,2,3,1,1,1,0,0,1,1,FALSE
0,0,208203,0,0,0,0,0,0,0,0,2423,0,7141,1311,11428,117,0,0,0,3,2,1761,159,117,1,0,1,4,1,0,0,0,0,FALSE
0,0,41800,0,0,0,0,0,0,0,0,2419,0,24391,655,0,117,28279,0,331,3,49,271,1222,44,1,0,1,2,5,2,0,4,0,FALSE
0,0,0,1,1,1,1,0,1,1,0,2419,0,24391,1653,0,117,0,0,556,3,278,983,6,44,0,0,4,4,4,0,0,3,2,FALSE
0,0,111111,1,8,1,5,0,1,1,1,2416,0,24379,1313,13366,117,0,0,0,3,45,626,2650,44,0,2,1,0,5,0,0,0,2,FALSE
0,0,21321,1,1,1,1,0,1,1,3,2416,0,24379,1313,13366,117,0,0,168,3,67,162,428,30388,1,0,1,1,4,0,0,2,0,FALSE
0,0,118599,1,2,2,2,0,1,1,0,2414,0,24352,655,0,117,0,0,162,3,313,580,764,1037,1,0,1,1,2,0,0,1,0,FALSE
0,0,112790,1,5,1,2,0,2,1,0,2412,0,24347,655,53,117,7625,17,146,3,24,4552,9,38,0,0,1,5,5,3,4,3,0,FALSE
0,0,27920,1,5,1,2,0,1,1,2,2378,0,24018,660,0,117,0,0,331,3,37,162,308,7111,1,0,1,1,5,0,0,3,0,FALSE
0,0,0,1,1,1,1,0,1,1,3,2378,0,24018,1313,0,117,0,0,0,3,49,11438,2269,1235,2,0,1,0,0,0,0,0,1,FALSE
